Page ID,Page Name,Disclaimer,Amount Spent (USD)﻿
214826488544615,San Mateo County Republican Party,San Mateo County Republican Party,≤100
183517831660100,Morning Consult,Morning Consult LLC,2436
83290028957,Care Net,CARE NET,≤100
18017481462,Acton Institute,Acton Institute,≤100
112006883602734,nilochi_danilo,These ads ran without a disclaimer,≤100
618075838605404,Coalition for Business Development,Coalition for Business Development,600
136039559743116,Lava Lamp,These ads ran without a disclaimer,≤100
192609620649,The University of Chicago,These ads ran without a disclaimer,≤100
1845913332374281,"John McDonough - Beyond, Inc",These ads ran without a disclaimer,≤100
172531602775264,Joe Gruters,Florida Conservatives United,≤100
654306785051373,"Shelia Bryant for Congress, MD-04",COMMITTEE TO ELECT SHELIA BRYANT,≤100
107291610782111,Injustice For Brawl Apparel,These ads ran without a disclaimer,≤100
89666873904,Learning Disabilities Association of America,These ads ran without a disclaimer,≤100
151177188227216,Feeding Children Everywhere,Feeding Children Everywhere,≤100
983997691692598,Política Ya,These ads ran without a disclaimer,≤100
251252605766273,Joe Flores - County Commissioner Pct. 3,Joe Flores Campaign,≤100
107036421410,National Safety Council,NATIONAL SAFETY COUNCIL,≤100
115364585711,Lawyers' Committee for Civil Rights Under Law,LAWYERS' COMMITTEE FOR CIVIL RIGHTS UNDER LAW,≤100
1715262342039208,Texas Gulf Coast Area Labor Federation,"TEXAS GULF COAST AREA LABOR FEDERATION, AFL-CIO",≤100
317994000546,Windborne,These ads ran without a disclaimer,≤100
282610305547725,Doug Steinhardt,These ads ran without a disclaimer,≤100
224597158386607,Rosa-Luxemburg-Stiftung / English,These ads ran without a disclaimer,≤100
108599743871418,Climate2020 Podcast,Climate 2020 Podcast,≤100
50513265848,Citizens United,Citizens United,4447
105463884293922,Kelly Seyarto,Kelly Seyarto for Assembly 2020,≤100
1181105015356858,Ron Wright,Ron Wright for Congress,≤100
116480163071468,VVandr Bobbles,Moses Ostreicher,≤100
338020156837038,The Exodus Movement,Red Sea Rising PAC,≤100
104282284481247,Ken Wilkerson for Killeen,Ken Lavell Wilkerson,≤100
519590768083165,Abby Finkenauer for Congress,FINKENAUER FOR CONGRESS,≤100
431389177314074,Stirring our pot,These ads ran without a disclaimer,≤100
654702428226892,Stop the Corridor,Stop the Corridor,≤100
10803722213,Common Cause,COMMON CAUSE,283
1745757188970086,Let Us Make Men,Tarik Yusuf Scott,≤100
102983167836041,Oklahoma for Pete,Curtis Ray Carberry,≤100
729780910750609,Bernie Shirts,Andrew T. Smith,≤100
555000974661033,Hundreds Unit,These ads ran without a disclaimer,≤100
137211530279519,Crystal Lett for Ohio Senate,Lett for Ohio,≤100
108153177316262,Mark Neese for Congress,Michael Brent Shaw,≤100
655065784538368,PredictIt,"PredictIt - Prediction Markets. A project of Victoria University of Wellington, PredictIt has been established to facilitate research into the way markets forecast events.",581
106414670829643,Keep America Great,Trung Vu,≤100
519212715088210,Clear Unity,These ads ran without a disclaimer,≤100
103319211147600,Everything America,Justin Scott Grier,≤100
422378101681223,hippoliticspodcast,These ads ran without a disclaimer,≤100
512954815727434,Jake Ellzey,Jake Ellzey for Texas House,≤100
104922737641383,Queena Bergen,These ads ran without a disclaimer,≤100
109888527222533,Foutris For Judge,FOUTRIS FOR JUDGE,≤100
209046616332309,Xochitl for Congress,Xochitl for New Mexico,≤100
154826555007,Arkansas Democrat-Gazette / ArkansasOnline.com,These ads ran without a disclaimer,≤100
103409177858625,Symone for Students,Symone for Students,≤100
103907624408152,Catalist,CATALIST L.L.C.,≤100
110948903774748,McCarthy the Elephant,These ads ran without a disclaimer,≤100
337557199502,Nebraska Conservation Voters,Nebraska Conservation Voters,≤100
11791104453,NRDC,These ads ran without a disclaimer,939
1309961619103931,The Proud Patriot,Stewart Crosby Brackins,≤100
107155540841212,Proud Patriot America,Proud Patriot,≤100
541807025833154,Malala Fund,These ads ran without a disclaimer,≤100
108519723832934,RAFT,These ads ran without a disclaimer,≤100
1614345772179172,Greg Gianforte,Greg for Montana,≤100
103817564565798,Sound Home Savings,Alexis Travieso,≤100
7976226799,The Daily Show,Omaze,≤100
836651259803023,Opening Arguments Podcast,Thomas James Smith,≤100
101249407908025,AnastasiaHalcomb2020,Anastasia Jove Halcomb,≤100
1194419550610259,Our Revolution,Our Revolution,≤100
152222811464994,One Arizona,One Arizona,≤100
105238544304275,AntiTrump.US,These ads ran without a disclaimer,≤100
680549575421741,UnitedVoice.com,"Beachside Media, Inc.",≤100
110091137104222,Never Quit Dreaming,These ads ran without a disclaimer,≤100
384336778589668,Defend Our Constitution,COMMON CAUSE,≤100
110150826246782,Perry Gershon for Congress,PERRY GERSHON FOR CONGRESS,≤100
129887313695293,"Transportation Trades Department, AFL-CIO","Transportation Trades Department, AFL-CIO",400
487296634750429,Elect Karen Fann,Elect Karen Fann LD1 Senate,≤100
118944994930,Supervisor Shirlee Zane,Shirlee Ruth Zane,≤100
447050295314463,Up Mountain Switchel,These ads ran without a disclaimer,≤100
349203558988030,"Live WE, Not ME",Brian Russell Dixon,≤100
1170936123053290,AEQEA,These ads ran without a disclaimer,≤100
105953890782784,The Factual,Jacob Aaron Soroka,≤100
73970658023,International Rescue Committee,International Rescue Committee,27196
130777800271464,Redwood Gospel Mission,REDWOOD GOSPEL MISSIONS INC,≤100
7853647391,FEE,These ads ran without a disclaimer,≤100
2290179461028454,Ruby Powers for State Representative 134,Ruby for Texas,≤100
100740754669752,Megan Thompson for Commissioner,Megan Nicole Thompson,≤100
266790296879,Bloomberg,These ads ran without a disclaimer,138
105973790848875,Merch2020,"Wireless Media, Inc.",≤100
353884701768878,Rep. Conor Lamb,Irene Patricia Kuhlman,≤100
43179984254,Daily Kos,Daily Kos,≤100
25719788463,Kipp Brothers,NOVELTY INC,≤100
103491197864529,Trump 2020 The Sequel,Matthew James Stine,≤100
101580094659577,Eff Yo Couch Cast,Jared H Foles,≤100
68806961718,Girls Education International,Rachel E Farrelly,≤100
10683277758,Exodus Cry,Exodus Cry,≤100
111388550325133,F. Michael Higginbotham,FRIENDS OF F MICHAEL HIGGINBOTHAM,≤100
168060113385959,"Technical Engineering & Applications Management, Inc.",These ads ran without a disclaimer,≤100
395537933838201,לקט ישראל Leket Israel,These ads ran without a disclaimer,≤100
110584643688268,Chander 2020,Chander For Council,115
1308788582609604,Shirron for Circuit Judge,Shirron for Circuit Judge Campaign,≤100
1719463118318375,Bees In The D,BEES IN THE D,≤100
488460945012999,President Trump 2020,Trump Collections,≤100
502528666480497,Kiss The Ground,KISS THE GROUND,≤100
100694224677677,Daniel Ross for Congress,ROSS 4 CONGRESS 2020,≤100
22585467017,LATV,"LATV Networks, LLC",≤100
29776517202,Second Harvest Heartland,SECOND HARVEST HEARTLAND,≤100
117165741681229,International Crane Foundation,These ads ran without a disclaimer,≤100
363645877361625,New Mexico Working Families Party,ABQ Working Families Party MFC,≤100
918416854938345,Call to Freedom,Cal To Freedom,≤100
1451021311778974,St. Luke's Edmond,St. Luke's Edmond,≤100
2074996929444345,Jenner Law,Robert Keith Jenner,≤100
139187233089643,"Elmm Law Group, PLLC",These ads ran without a disclaimer,≤100
140379955280,CFACT,These ads ran without a disclaimer,≤100
1705963723021266,Rijotech,These ads ran without a disclaimer,≤100
599037717094428,Lil Guillotine,Liam Robert Manjon,≤100
109697730526271,Vote Vic 2020,VICTOR MANUEL FLORES-MOGUEL,≤100
1108059749395323,betr,These ads ran without a disclaimer,≤100
103794551108608,Kohido,These ads ran without a disclaimer,≤100
6787988478,Physicians for Human Rights,"PHYSICIANS FOR HUMAN RIGHTS, INC.",≤100
7030901126,Campaign for Tobacco-Free Kids,Campaign for Tobacco-Free Kids,≤100
102859684461462,Cheri Thomas for Justice,Cheri Thomas for Justice Campaign Committee,≤100
61286091764,Other Press,These ads ran without a disclaimer,≤100
53269056142,FAMM,FAMM,≤100
107857334148826,Virginia Planning District 16 Census Awareness,Gregory Verne Swanson,≤100
830121337093232,National Democratic Training Committee,NATIONAL DEMOCRATIC TRAINING COMMITTEE PAC,432
113334930102591,Glystn,These ads ran without a disclaimer,≤100
45013872425,The Ripon Society,RIPON SOCIETY,≤100
163302087408673,Stop The Donald,Stop the Donald,≤100
25105596293,Gina Chavez,These ads ran without a disclaimer,≤100
39006887293,Victory Enterprises,"Victory Enterprises, Inc.",≤100
132214483475536,Harvard Art Museums,These ads ran without a disclaimer,≤100
110509307164141,American Patriot Unite,American Patriot Unite,≤100
258357444672095,American Vitality Network,These ads ran without a disclaimer,≤100
26275263336,Costa Sunglasses,Costa Del Mar,≤100
103221163140989,Pet Partners,Pet Partners,≤100
192771954102960,Jordan Sekulow,American Center for Law and Justice,≤100
79125112926,Students for Life of America,These ads ran without a disclaimer,≤100
1843068752596917,Change Annapolis,Change Annapolis,≤100
313942829424,Morgan & Morgan P.A.,"MORGAN & MORGAN, P.A.",≤100
240615190244,Young Invincibles,Young Invincibles,≤100
537181256742387,The New Center,The New Center,≤100
107725512599782,Family Tree Clinic,Alison Naomi Nowak,≤100
299939500671046,YES for Dublin Kids,"Yes on J for Dublin Schools, FPPC# 1424348",≤100
104103700998973,ForbiddenWears,ForbiddenWears,≤100
17475614410,Hispanic Federation,HISPANIC FEDERATION INC,≤100
111238750231233,Veronica for Justice,"Veronica Rivas-Molloy Campaign, who subscribes to the Code of Fair Campaign Practices, Amy Bice Larson, Treasurer.",≤100
162673952117,The Church of the Epiphany,These ads ran without a disclaimer,≤100
6266829799,Sherrod Brown,FRIENDS OF SHERROD BROWN,≤100
369218473147423,Grove Collaborative,These ads ran without a disclaimer,288
101464324728277,Winne the Poon,These ads ran without a disclaimer,≤100
973606062751486,Messaging Book,John R Wootton,≤100
117058854998779,The Gideons International,"GIDEONS INTERNATIONAL, THE",≤100
130848666099,Business Forward,Business Forward Inc.,1262
265121981068221,Civic 365,Muneer None Uddin,≤100
101492604749772,Froth For Earth,These ads ran without a disclaimer,≤100
104117891137180,Everyday is a Second Chance,Shi Yuan Ge,≤100
424964448336329,Byron Easterling,14ENry BYRON EASTERLING,≤100
101692507883720,Lena Taylor for Mayor,Lena Taylor For Mayor,≤100
5835757481,Monterey Bay Aquarium,"MONTEREY BAY AQUARIUM FOUNDATION, THE",≤100
104519061054928,US Services and New Programs,Jennifer Chi Lam,≤100
112851310211385,A Brand New Me,These ads ran without a disclaimer,≤100
286597537859,Global Health Technologies Coalition,Global Health Technologies Coalition,≤100
103376804451432,Trending Politics,Making Web LLC,≤100
1092340954202973,Maya Rockeymoore-Cummings for Congress,Maya Rockeymoore-Cummings for Congress,≤100
7629206115,The Nation Magazine,"NATION COMPANY, LLC, THE",≤100
20009402970,Women Employed,Women Employed,≤100
12690173701,V-Day,Carl Chai Cheng,≤100
122805687735321,Edge Media Network,These ads ran without a disclaimer,≤100
117521968329803,The Talk On Main St,IT STARTS TODAY,≤100
107234157487628,พรรคปทุมธรรมาภิบาล,These ads ran without a disclaimer,≤100
256800701021406,Muslim American Society - San Diego Chapter,These ads ran without a disclaimer,≤100
441840745920725,Global Rahmah Foundation - G.R.F,These ads ran without a disclaimer,≤100
252709368876,The Future of Freedom Foundation,"FUTURE OF FREEDOM FOUNDATION, THE",≤100
463399080663798,Mayes Middleton,Mayes Middleton for Texas State Representative,≤100
275425449173217,Ruben Cortez for Texas,The Ruben Cortez for Senate Campaign,≤100
23392106130,ChristianCinema.com,These ads ran without a disclaimer,≤100
51949171587,Cross International,"CROSS INTERNATIONAL, INC.",≤100
513695272011123,The Genesis Prize,These ads ran without a disclaimer,≤100
126279571952,Huru International,These ads ran without a disclaimer,≤100
185890378808090,Pearls of Portugal,These ads ran without a disclaimer,≤100
1591120767618016,Marcus Goodwin For DC Council At-Large,Marcus Goodwin,200
110634403840100,Officer Joshua Theodore,Joshua Theodore Gow,≤100
198304513626863,CitizenPath.com,These ads ran without a disclaimer,≤100
109831277211901,Lauren Bubba McDonald PSC,McDonald for PSC,≤100
1055873511190792,Hello Resistance,Hello Resistance Apparel,≤100
484112108637869,Celeste Williams for Arkansas,CAMPAIGN TO ELECT CELESTE WILLIAMS,≤100
112955806896246,Dalia Al-Aqidi,Dalia for Congress,≤100
173641254524,National Network of Abortion Funds,National Network of Abortion Funds,≤100
261548845154,Veronica Escobar for Congress,Veronica Escobar for Congress,≤100
282404394803,DC Fiscal Policy Institute,DC Fiscal Policy Institute,135
311151153135009,Josephine Cashman,These ads ran without a disclaimer,≤100
1920187394864892,Tigress Sydney Acute McDaniel,Tigress Sydney Acute Mcdaniel,≤100
175418189246260,Independent Nation,Timothy Scott Morris,≤100
476432752745868,Accion Democratica Caicara del Orinoco,These ads ran without a disclaimer,≤100
185561295623272,Move To Help Foundation,These ads ran without a disclaimer,≤100
211211155280,Esri,Esri,≤100
111393882812494,Amy McGrath,"AMY MCGRATH FOR SENATE, INC.",3603
835915749812324,Maria Patrizio for Family Court,Friends of Maria Patrizio,≤100
493811210669780,Creative Action Network,Creative Action Network,167
29874840900,Ty Cratic for State Representative,Friends of Ty Cratic,≤100
231576956961106,Brandon For Baltimore,People For Brandon M. Scott Alicia Wilson Treasurer,≤100
100514073321651,Reid Temple A.M.E. Church,These ads ran without a disclaimer,≤100
130912793621553,Food Bank For New York City,Food Bank For New York City,≤100
109136650636111,Harold Hayes for State Representative,Friends of Harold M. Hayes,≤100
113330620093147,Sunny for Congress,Suneetha Chaparala,≤100
167842857168389,The Pressure People,The Pressure People,≤100
213523388786742,E Afolabi,Emmanuel A Otiko,≤100
154643041146,ANCA Western Region,Armenian National Committee of America - Western Region,≤100
6726182861,Mike Pence,"DONALD J. TRUMP FOR PRESIDENT, INC.",≤100
508128102542448,Michael Owens for Congress,OWENS FOR CONGRESS,≤100
297758571076095,GreenBoss,These ads ran without a disclaimer,≤100
259701674700964,Club Crackers,Kellogg Company,≤100
611337589327582,Ugly Art Boy,Corey Richard Stern,≤100
1772364213018516,Rod Parker Designs,These ads ran without a disclaimer,≤100
54210104594,Indiana University,These ads ran without a disclaimer,≤100
1523574707945923,Alex Barrio for Florida House 43,Alex Barrio for Florida House District 43,≤100
109547863793864,Humanity For Yang,Eric Quach,≤100
148204505309491,Strongsville GOP,Strongsville GOP,≤100
104309427779081,DLCC - Texas,DLCC Texas,≤100
22770709949,VPAP,VIRGINIA PUBLIC ACCESS PROJECT,≤100
2209739005915178,DC Association of Chartered Public Schools,DC Association of Chartered Public Schools,3625
441415452943702,Empowered Spaces,These ads ran without a disclaimer,≤100
336734426476390,A.Lever Studio,Antoine Jamal Lever,≤100
407574302634999,AFSCME 3299,AFSCME LOCAL 3299 HID,≤100
960002584337213,Shannon Freshour,SHANNON 4 CONGRESS COMMITTEE,≤100
162019154641651,Deliver Liberty,Deliver Liberty,≤100
143055773143383,Patients For Affordable Drugs NOW,Patients for Affordable Drugs Now,≤100
515175848691777,AirbnbWATCH,AirbnbWATCH,279
87981774690,Tablet Magazine,Tablet Magazine,≤100
106034100825061,The Constitution Avenger,Nicholas Chance Alexander,≤100
153549641890,Discovery Inc,These ads ran without a disclaimer,≤100
127637620616803,Comcast Newsmakers,These ads ran without a disclaimer,≤100
104153650934919,Sew Sustainable Gifts,Eric Darnell Campbell,≤100
297281494147774,Good Morning Liberty Podcast,Good Morning Liberty,≤100
233761700107851,The Alliance for Solar Choice,The Alliance for Solar Choice,1352
580598168738615,ILO Insurance and Medicare Helpline,Douglas Morton Ragan,≤100
17432811417,Working Families Party,Working Families Party,≤100
110749217080609,Mark Bauer,Mark Bauer for Congress,≤100
210277954204,The Young Turks,"The Young Turks, Inc.",128
577499385924811,Superior Blue,"Superior Blue Strategies, Inc.",≤100
335357263869370,AaronR,Poetically Correct,≤100
455362921562545,American Exploration & Production Council,These ads ran without a disclaimer,≤100
168367339845613,The Humane League,The Humane League,≤100
99039406843,Women Deliver,"Women Deliver, Inc.",≤100
158697321411519,Lil' Archie's,These ads ran without a disclaimer,≤100
654438468222089,Youth Activism Project,Anna Gennady Denisenko,≤100
100822738050183,Trump Star 2020,Greek Steel LLC,≤100
100562019990818,U.S. Term Limits,U.S. Term Limits Inc.,≤100
127685903997498,Custom Creationz,Andrew Thomas Clark,≤100
85569513068,International Planned Parenthood Federation/Western Hemisphere Region,International Planned Parenthood Federation/Western Hemisphere Region,≤100
125601587476358,The Tommy Show!,These ads ran without a disclaimer,183
106861434207630,Forceps Engines,These ads ran without a disclaimer,≤100
389311201264039,Cleverciti,These ads ran without a disclaimer,≤100
8895898655,Rainforest Alliance,"RAINFOREST ALLIANCE, INC.",≤100
102617961152741,Barbara Bollier,BOLLIER FOR KANSAS,≤100
103276597856432,The Trump Collective,Alexander Quinn Urbach,≤100
100123544800892,Disme Coin Company,Jordan Tyler Parker,≤100
398593380763881,Creating Whiteness: Anti-blackness and White Pathology,These ads ran without a disclaimer,≤100
159112160779025,National Propane Gas Association,National Propane Gas Association,≤100
23790541544,Democrats,DCCC,190
326644958003297,Frameabilia,These ads ran without a disclaimer,≤100
118210252909495,Deborah Wilder for Supervisor,Deborah Wilder for Supervisor,≤100
100835964690431,Humphreys Capital,Humphreys Capital,≤100
455147011996099,The Ann and Phelim Scoop,The Unreported Story Society,≤100
412351968957548,NVFS,David Anthony Billotti,≤100
1265705333582297,Akilah Bacy for Texas,Akilah Bacy for Texas,≤100
153229698074751,Simply Southern,These ads ran without a disclaimer,≤100
9659789127,Derek Minor,These ads ran without a disclaimer,≤100
79279853233,Professional Photographers of America,"PROFESSIONAL PHOTOGRAPHERS OF AMERICA, INC.",≤100
105281310938561,Evelyn For New York,Evelyn For NY,≤100
111193703661233,"Mallworld, Incorporated",These ads ran without a disclaimer,≤100
304584556717301,Hope Story,These ads ran without a disclaimer,≤100
103520677807810,Bosisi Designs,These ads ran without a disclaimer,≤100
1917715138510680,Follow Your Legend,Legend Bracelet,≤100
101601504679558,Nancy Pelosi  - The Adult in the Room,Steven Dean Mcquown,≤100
103468131127743,The Modern American,Alexander Gerard Yunker,≤100
103358807847909,realitymemequeen,These ads ran without a disclaimer,≤100
854748721570632,A Second Opinion,These ads ran without a disclaimer,≤100
2287417794859536,Monumental Crossroads,These ads ran without a disclaimer,≤100
142957224352,International Medical Corps,International Medical Corps,≤100
274290832609763,Protect Our Defenders,Protect Our Defenders Foundation,≤100
1955471264486935,The Colorado Sun,The Colorado Sun,≤100
181467702005600,Mark Warner VA,FRIENDS OF MARK WARNER,≤100
100125568279459,Iranian-Americans for Biden,Shahab Shawn Moghadam,≤100
596847380812248,"Mark Austin, City of Fillmore, Council Member",Mark Andrew Austin,≤100
101163924751541,The College Conservatives,Keith Koontz,≤100
130268756992804,Yale Climate Connections,Yale Climate Connections,≤100
58709265392,Americans United for Separation of Church and State,AMERICANS UNITED FOR SEPARATION OF CHURCH & STATE,≤100
119954938436763,Virguez Law,Virguez Law,≤100
129260101060,Committee on House Administration - Democrats,Committee on House Administration - Democrats,≤100
103821484514922,Bells of Liberty,Seen Yung Christy Wong,≤100
180634369170836,Business Dubai,These ads ran without a disclaimer,≤100
104359714259043,"Kathleen Beckman for Clearwater City Council, Seat 3",Kathleen Beckman for Clearwater City Council,≤100
259212814698356,Democratic Majority for Israel – Official Page,DMFI PAC,339
112565666483,WTOP News,"Hubbard Radio Washington DC, LLC",1256
1776783619093477,Think Different Theory,Joshua William Forti,≤100
110031723895365,Living As One Now,Lynn Nguyen,167
13063797831,Ben Ray Luján,PEOPLE FOR BEN,417
113341064736,American Conservative Union,American Conservative Union,≤100
103762644405824,Jacob Hornberger,JACOB HORNBERGER FOR PRESIDENT CAMPAIGN COMMITTEE,≤100
38471053686,Elizabeth Warren,"WARREN FOR PRESIDENT, INC.",48854
102950803268,Food Bank of the Southern Tier,Food Bank of the Southern Tier,≤100
86134975779,Coast Guard Foundation,Coast Guard Foundation INC.,≤100
1568011363456248,devCodeCamp,These ads ran without a disclaimer,≤100
5644748986,National Wildlife Federation,NATIONAL WILDLIFE FEDERATION,≤100
1526736227567131,TrueCoverage,True Coverage,≤100
324388020982326,Fulfill,Fulfill Monmouth & Ocean,≤100
105879900893661,Eric Moyer for Congress,FRIENDS OF ERIC MOYER,≤100
539684449477160,Bulk Backpacks,"A.M.D.A. DISTRIBUTORS, INC.",≤100
121268821249550,World Central Kitchen,World Central Kitchen,≤100
1146506622164042,Darrell Kelley,These ads ran without a disclaimer,≤100
104865324298982,The Advantages of Having A Car,Grenda Joseph,≤100
999775873528189,Stopping Socialism,The Heartland Institute,≤100
317510461992641,Dana Balter,FRIENDS OF DANA BALTER,≤100
204470216814493,Give With Alma,These ads ran without a disclaimer,≤100
1105708952818382,Paperclip,These ads ran without a disclaimer,≤100
118379493631,Episcopal Relief & Development,EPISCOPAL RELIEF AND DEVELOPMENT,≤100
323083351064533,The News Literacy Project,The News Literacy Project,≤100
65102420955,NYS  Department of Environmental Conservation,These ads ran without a disclaimer,≤100
105072177638128,Latinos with Mike Bloomberg,Anthony Husoskey,≤100
1483456615007483,EBolt Luggage,These ads ran without a disclaimer,≤100
276466976142714,Moguldom,These ads ran without a disclaimer,≤100
1530822576971271,• My Poetic Writing •,These ads ran without a disclaimer,≤100
183094755077388,Doug McAuliffe Strategic Creative,"Doug McAuliffe Strategic + Creative, LLC",≤100
122793209121121,Katie Howard for Senate,Campaign Fund of Katie Howard,≤100
117401748318909,City of El Monte CA Government,City of El Monte,≤100
308666759175660,Center for Migration Studies of New York,CENTER FOR MIGRATION STUDIES,≤100
636093333133893,UCR School of Public Policy,UCR School of Public Policy,≤100
35677414105,National Kidney Foundation,"NATIONAL KIDNEY FOUNDATION, INC.",≤100
110685523647633,Manor Deals,These ads ran without a disclaimer,≤100
166710130054189,Mississippi Development Authority,These ads ran without a disclaimer,≤100
233307146862735,Ser o No Ser ese es el Dilema en Puerto Rico,These ads ran without a disclaimer,≤100
131360095328,Center for EcoTechnology,Emily Susan Gaylord,≤100
165014546858456,Free To Choose Network,FREE TO CHOOSE,≤100
993294760683044,Education Reform Now,Education Reform Now,≤100
498614766816477,Political Window,omyk.co,≤100
6830263567,Hank Johnson Jr,COMMITTEE TO RE-ELECT HENRY HANK JOHNSON,≤100
195647600913215,No Safe Spaces Movie,These ads ran without a disclaimer,≤100
1533092446942704,Nicole Malliotakis for Congress,NICOLE FOR NEW YORK,≤100
120421071407438,World Mizrachi,The Orthodox Israel Coalition,≤100
122773549121265,President Trump for Nobel Peace Prize 2020,Tarek None Kteleh,≤100
868259909915525,Susie Lee,SUSIE LEE FOR CONGRESS,≤100
604468399661061,Daniel P. Troy: A Voice Of Reason,Daniel Patrick Troy,≤100
104965807734320,Cave Jokes,Cave Jokes,≤100
40973310753,Pathfinder International,Pathfinder International,216
1691667177798461,Brut,Brut,228
27311599342,Preemptive Love,Preemptive Love Coalition,≤100
48904400776,Laureus,These ads ran without a disclaimer,≤100
239118299469255,Dr. Greg Bonnen,Dr Greg Bonnen Campaign,≤100
