Page ID,Page Name,Disclaimer,Amount Spent (USD)﻿
578692095955262,Protect the Promise,These ads ran without a disclaimer,≤100
681680518661608,Arredondo for Supervisor 2020 "Pick Ric",Ramiro Alvarez Torres,≤100
103634837818909,Pantst.market,These ads ran without a disclaimer,≤100
1210101199161467,Real Maine Facts,These ads ran without a disclaimer,≤100
108240444011710,Knox County Conservatives,Knox County Conservatives,≤100
102198291365508,Vote Out 45,Kathy Schwartz Levit,≤100
706414369427081,Nick Freitas,Friends of Nick Freitas Inc.,≤100
417199565739561,GOPCult,Harsaheb Dhall,1473
110809120424604,Politically Incorrect Merch,These ads ran without a disclaimer,≤100
169277310432049,"Texas Precision Optics, Inc.",Texas Precision Optics Inc,931
286992025825,Lucky Duck Foundation,Lucky Duck Foundation,≤100
113291640110781,Data Memoirs,These ads ran without a disclaimer,≤100
107660303995979,Assault on Coverage of Pre-Existing Conditions,Opportunity For All Floridians,≤100
1312233132124789,Millennial Policy Center,LIBERTY DAY,≤100
137133369207,Israeli American Council - IAC,Israeli American Council,≤100
23790541544,Democrats,DCCC,5743
590660300952992,CN4 Partners,CN4 Partners,≤100
100825108110375,3lection.com,Thorin Williams Simpson,≤100
102881601105336,09vinyldesigns,Rolando None Irizarry,≤100
732893460239314,QuickTake by Bloomberg,QuickTake by Bloomberg,1173
557113921291144,Learning Dynamics,4 Weeks To Read LLC,317
507569732953450,Smarther News,Aimee Joy Roberts,≤100
110815455606273,Latino Youth High School,Latino Youth High School,≤100
139116726802413,Carol Abney for TN 38,Carol Abney for TN 38,≤100
1428283027462702,Restoration PAC,RESTORATION PAC,253
48049744053,Food Bank of Central & Eastern North Carolina,"FOOD BANK OF CENTRAL & EASTERN NORTH CAROLINA, INC.",≤100
111543450256118,Trey Wilkerson for Diboll Mayor,Trey Landel Wilkerson,≤100
111428049989,Cal Cunningham,CAL FOR NC,885
106890774161066,Live The Life Disability Services,These ads ran without a disclaimer,≤100
104514524408786,MAGA Freedom Club,Steven Maurice Meade,≤100
1994284730901901,Angel Barajas,Angel Barajas for Yolo County Supervisor 2020,≤100
7483836629,Ancestry,Ancestry.com Operations Inc.,817
927809933968663,SupChina,SupChina,≤100
111387737042755,Jimmy Stewart for Recorder,Jimmy Stewart for Recorder,≤100
106546497521843,Stop DCBS Corruption & Save our children.,Sonia Denise Vega,≤100
124530924015,Hank Gilbert,HANK GILBERT FOR CONGRESS,≤100
1309343439206208,Hugh Finkelstein for Circuit Judge,Hugh Finkelstein for Circuit Judge,≤100
105913357554632,Pop Manity,These ads ran without a disclaimer,≤100
800209743669327,JP Ronald Author,These ads ran without a disclaimer,≤100
164098933662135,Dominick Miserandino,Dominick Anthony Miserandino,≤100
36808309898,Answers in Genesis,These ads ran without a disclaimer,≤100
1552070021731538,Be Conscious. Be Kind.,Be Conscious. Be Kind.™️,229
100178578169923,Nation of Israel,Carmine C Caifano,≤100
577499385924811,Superior Blue,"Superior Blue Strategies, Inc.",≤100
108861802477294,California Farm Water Coalition,These ads ran without a disclaimer,≤100
106920087558427,2020 Auto Program,Richard Telfeja,≤100
116327696157,Dan Cronin,Citizens for Dan Cronin,≤100
14084625156,Susan G. Komen,Susan G. Komen,4933
6244252028,Considerable,Considerable.com,≤100
1581066772218111,Rick Rijuana Productions,These ads ran without a disclaimer,≤100
102173001195418,Mary Miller for Congress,Mary Miller for Congress,≤100
164427643612907,Futures Without Violence,Wendi Lea Aarons,≤100
1922684657946843,Councilman Ben Bell,Benjamin L Bell,≤100
110898097167987,Angel Javier Rosario,Angel Javier Rosario Maldonado,≤100
622035304631062,Spencer J. Cox,Cox for Governor,≤100
1627121704251107,Her First $100K,These ads ran without a disclaimer,≤100
934438026690635,YouGov,YOUGOV AMERICA INC.,≤100
1088557621173422,Water4Life Mozambique,Arnold Eugene Eastburn,≤100
111094680269430,CEIBA,These ads ran without a disclaimer,≤100
102509234549248,Annoy A Republican,James C Grundner,≤100
1716849775224645,Jean-Pascal Tricoire,These ads ran without a disclaimer,≤100
801168856602067,Shadyside Church of Christ,Richard Joseph Zumpano,≤100
109906973911626,Inspired Admiration and Respect,Alice Marie Miranda,≤100
104353054425180,Battle For The White House 2020 Chess Set,2020 Battle For The White House,510
199325267252257,Senator Wiley Nickel,Wiley Nickel for North Carolina,≤100
100196921562188,Everyday Benefits,These ads ran without a disclaimer,≤100
1928070720628350,Brian Rusch,Brian Christopher Rusch,≤100
112682546792104,Jorge Becker for State Representative,Jorge Becker for State Representative,≤100
222331307786318,Everglades Foundation,"EVERGLADES FOUNDATION, INC., THE",≤100
73016054191,Regional Food Bank of Oklahoma,"REGIONAL FOOD BANK OF OKLAHOMA, INC.",≤100
102875857918766,Vote YES on Measure E,Yes on E to Protect our Infrastructure,≤100
118244952903526,Homeland Proud,Richard George Barbour,≤100
1362611860520997,Hill Firm,Hill Firm,≤100
100210631584304,Death and Sykadeliks,These ads ran without a disclaimer,≤100
281884085611820,Tedra Cobb,COMMITTEE TO ELECT TEDRA COBB,1254
79820371749,Ayanna Pressley,THE COMMITTEE TO ELECT AYANNA PRESSLEY,618
1361030863972571,NTV Houston,These ads ran without a disclaimer,≤100
37495431484,Bassel & The Supernaturals,Ronnie Bassel Almadani,≤100
127738781247181,USA Unify,These ads ran without a disclaimer,≤100
124358167232,Western Environmental Law Center,WESTERN ENVIRONMENTAL LAW CENTER,≤100
214186825267252,KidsburghPgh,These ads ran without a disclaimer,≤100
100911481267154,"Luke Gromen - FFTT, LLC",Benjamin Carlton Blackmon,≤100
1846324612256008,Your Car. Your Data.,Auto Care Association,≤100
55549065733,Voto Latino,VOTO LATINO INC.,949
113157907700,National League of Cities,National League of Cities,≤100
566897360481398,Tom Brier for Congress,BRIER FOR CONGRESS,407
134994827115236,Cancer Health,"CDM PUBLISHING, LLC",≤100
103477517898339,Lilian Rodríguez,These ads ran without a disclaimer,≤100
213289449057297,THE HILLS BOYS,Oscar Hills,≤100
108834753957086,Conservatively Awesome,conservativelyawesome.com,≤100
110526090475474,Glomani Bravo-Lopez for City Council,Glomani Bravo-Lopez for City Council,≤100
664954113941813,Ashraful Aid,These ads ran without a disclaimer,≤100
223424284727002,Newsworthy Stories,Jacqueline Larue Jimenez,≤100
1750699881894920,Yvette Herrell for Congress,YVETTE4CONGRESS,≤100
326988207327814,Akhuwat,These ads ran without a disclaimer,≤100
107007137401164,Patrick Henry for HD 25,Patrick Henry for HD 25,≤100
802153316546501,Runlikeahijabi,These ads ran without a disclaimer,≤100
111236436913028,Fleur,Fleur,≤100
110169523811707,Western Montgomery Republican Association,Sean Andrew Frisco,≤100
73970658023,International Rescue Committee,International Rescue Committee,86638
108660363978557,Call a loved one,These ads ran without a disclaimer,≤100
193618220508,LIFE Today,LIFE Outreach International,4060
330408799230,Joe Courtney,Congressman Joe Courtney (CT-02),≤100
106303597451657,Angel Garcia for Judge,Friends of Angel Garcia,≤100
109896480348715,"Jaya House River Park, Siem Reap",These ads ran without a disclaimer,≤100
89660729827,National Wildlife Federation Action Fund,NATIONAL WILDLIFE FEDERATION ACTION FUND,5716
18226927030,Live Nation Concerts,These ads ran without a disclaimer,≤100
1556323534653761,Richard Attias & Associates,Richard Attias & Associates,≤100
101839787965508,America For Andrew Yang,Aaron St. Clair,≤100
1764680377156652,Trumpy Bear,EXCEPTIONAL PRODUCTS INC,294
694445473903619,Magamama,These ads ran without a disclaimer,≤100
45013872425,The Ripon Society,RIPON SOCIETY,≤100
494259170754224,Keeping IDentities Safe,KEEPING IDENTITIES SAFE,196
1618980005093976,Gundry MD,These ads ran without a disclaimer,≤100
116064745113092,Neighborhood Sun,Neighborhood Sun,≤100
153704007991524,Women's Earth and Climate Action Network,Women's Earth and Climate Action Network,≤100
131746247018061,Deeper,These ads ran without a disclaimer,≤100
222811984421691,Cold Bee Gone,These ads ran without a disclaimer,≤100
24499197332,Horizons Foundation,HORIZON FOUNDATION,≤100
293609604160194,Bibb County Superior Court Clerk,Stephanie Woods Miller,≤100
143434849036822,"Kryterion, Inc",These ads ran without a disclaimer,≤100
7629206115,The Nation Magazine,"NATION COMPANY, LLC, THE",230
431257660561,Pearson Students,These ads ran without a disclaimer,≤100
245813499226836,Favorable Disability Advocates,Favorable Disability Advocates,≤100
965990056797158,Kathy Szeliga,Kathryn Yuill Szeliga,≤100
737151126362683,American Military News,American Military News,174
2014438672154006,How Hot Is It Going To Get?,How Hot Will It Get,≤100
128595617222254,Arcus Foundation - Great Ape Conservation,ARCUS FOUNDATION,≤100
193246844702687,Defending Democracy Together,Defending Democracy Together,≤100
178647322882839,MarinerEast2,Energy Transfer Partners,849
860290387669478,John Kelly for Colorado State Senate,The Committee To Elect John Kelly,≤100
205395906412,UAW International Union,These ads ran without a disclaimer,≤100
111672306865033,Satan's Apple - Finding Truth Among the Lies,Satan's Apple - Finding Truth Among the Lies,≤100
256304286535,UPMC,UPMC,15379
1611629959065325,After 9 Partners,These ads ran without a disclaimer,≤100
11111618026,Union of Concerned Scientists,"UNION OF CONCERNED SCIENTISTS, INC.",3766
247576835353982,Larry Farnese,Friends of Farnese,2921
108934360555654,Way off the Record podcast,These ads ran without a disclaimer,≤100
19192438096,AAAS - The American Association for the Advancement of Science,American Association for the Advancement of Science,12708
100628841338430,Hays for Congress,HAYS FOR CONGRESS,≤100
396341050418432,WORLD Channel,WGBH WORLD Channel,≤100
1333129930100627,Eric Brakey for Congress,BRAKEY FOR CONGRESS,≤100
146321956085057,Lynchburg Fire Fighters Assoc. - IAFF Local 1146,Lynchburg Fire Fighters Political Action Committee,≤100
330617944306531,Jerica Richardson,Jerica Marie Richardson,≤100
1417166885207846,Judge Casey Viser,The Committee to Keep Judge Casey Viser,≤100
53674651369,Susan B. Anthony List,Susan B. Anthony List Education Fund,≤100
176386243508,North Dakota Democratic-NPL,North Dakota Democratic-NPL Party,≤100
156995058171029,Newman for Senate,Newman for State Senate 2020,≤100
19463427992,Darrell Issa,DARRELL ISSA FOR CONGRESS,483
1719000921660893,Sabrina Cervantes,Sabrina Cervantes for Assembly 2020,≤100
781510041970720,Hippo Sak,Hippo Sak,122
1896018690436031,U.S. Mail Not For Sale,AMERICAN POSTAL WORKERS UNION,2045
112892002812,Culture Shock Miami,These ads ran without a disclaimer,≤100
102656387965504,Deplorable Dave’s Designs,David Harris Simbol,≤100
321250352104571,Valerie Plame,VALERIE PLAME FOR CONGRESS,4597
385923358459984,Almost Heaven,These ads ran without a disclaimer,≤100
106414670829643,Keep America Great,Trung Vu,≤100
213357118685120,Ventana Wilderness Alliance,Michael Sean Splain,≤100
113697513378680,Clean Energy Matters,Clean Energy Matters,≤100
1452551204988299,GoReact,Speakworks Inc,102
127209345345875,The Mac Bowl Food Truck,These ads ran without a disclaimer,≤100
5550296508,CNN,"Turner Broadcasting Sales, Inc",105
27927698033,Texas Freedom Network,TEXAS FREEDOM NETWORK,≤100
160121147343076,Enviva,These ads ran without a disclaimer,≤100
102909941095087,Stop Biased Banking,Center for Freedom and Prosperity,2287
227813534020769,Monica Garcia,Monica Garcia for City Council 2020,≤100
118635175464489,UPolitics,"Uinterview, Inc.",≤100
290548664672,First Liberty,First Liberty Institute,640
103425584473408,Explore Islam with Muslims in Jax Fl,Ahmed Jama Yassin,≤100
203197030603239,8 Billion Trees,8 Billion Trees LLC,11266
342294162453301,Planned Parenthood,Planned Parenthood Federation of America,18858
109113597307292,Kern Democrats Slate,Kern Democrats Slate,≤100
206329589386330,Keystone State Education Coalition,These ads ran without a disclaimer,≤100
112867186750706,Angie Maki Cliff for Ashtabula County Treasurer,Angela D Maki Cliff,≤100
1800072483402009,African Community & Conservation Foundation,African Community & Conservation Foundation,174
105906830934215,Bernie Sanders 2020 T-Shirts & Merchandise Store Page,bernie2020merchandise.com,≤100
160402784111674,Zawada Enterprises LLC,These ads ran without a disclaimer,≤100
1815498928677260,Jerrell Bratcher,Jerrell Dominic Bratcher,≤100
142932506806,Texas Alliance for Life,"Texas Alliance for Life, Inc.",≤100
388547605724,Richard Neal,RICHARD E NEAL FOR CONGRESS COMMITTEE,≤100
83557854848,I'm From Driftwood,These ads ran without a disclaimer,≤100
395998730952811,Carrie Isaac for Texas HD45,Carrie Isaac for Texas,≤100
132441803783915,County Commissioner Cheryl Musgrave,Cheryl Musgrave,≤100
147924435225364,Independent We Stand,William Thomas Brunelle Jr,≤100
661593267617330,Lowcountry Speaker Series,These ads ran without a disclaimer,≤100
113716860032839,Futureproof,These ads ran without a disclaimer,≤100
324850063717,Win Without War,Win Without War Education Fund,≤100
108068360535122,Trump 2020 Tumblers by Aries Laser,Aries Laser Design Inc,≤100
111912166829805,Health for Every Veteran Study,These ads ran without a disclaimer,≤100
115607633144350,The Liberty Hawk,Justin Woodrow Stapley,≤100
525396584321086,Girls' Voices,GREATERGOOD.ORG,≤100
362432094308130,Weediatrics,Matthew Evan Berman,≤100
100508804808573,"Aminath Shizleen, Sindhim for Machangoalhi Dhekunu Council",These ads ran without a disclaimer,≤100
1295744473883939,Author David Crow,These ads ran without a disclaimer,≤100
2330577043935831,Sara Gideon,SARA GIDEON FOR MAINE,18753
281844617168,Jewish Voice Ministries International,JEWISH VOICE MINISTRIES INTERNATIONAL,9200
108153177316262,Mark Neese for Congress,Michael Brent Shaw,≤100
111587467059094,adsbybrittany,These ads ran without a disclaimer,≤100
226138564067443,Sourcing Journal,These ads ran without a disclaimer,≤100
407661745948472,KIWA,KOREAN IMMIGRANT WORKERS ADVOCATES OF SOUTHERN CALIFORNIA,≤100
316999074062,Brokermac,These ads ran without a disclaimer,≤100
1632866270065962,Jewish Democratic Council of America,Jewish Democratic Council of America,734
1656918104359825,Resist Marxism,These ads ran without a disclaimer,≤100
115364585711,Lawyers' Committee for Civil Rights Under Law,LAWYERS' COMMITTEE FOR CIVIL RIGHTS UNDER LAW,≤100
366557424156576,Lifelinz 4ever,James Cecil Wear,≤100
110301837091776,Pabitra Adhikary,These ads ran without a disclaimer,≤100
104765984344250,Merch 2020,"Wireless Media, Inc.",≤100
54885616308,SodaStream USA,These ads ran without a disclaimer,128
185822511560631,Connect23.com,These ads ran without a disclaimer,≤100
101339694805452,Quaker City Corruption,Benjamin Robert Waxman,≤100
206140359396759,WhitPR,These ads ran without a disclaimer,≤100
104704000907113,Herb Schultz for Rock Island County State's Attorney,Friends of Herb Schultz,≤100
336142233246524,Rice Love,Rice Love,220
153233714197,The Human Values 4 Kids Foundation,These ads ran without a disclaimer,≤100
128364383840489,Chris Larson,Larson for MKE,≤100
108640580619154,Claire Gustafson for Congress,CLAIRE GUSTAFSON FOR CONGRESS 2020,≤100
111182343682003,Certified CCW,CertifiedCCW.com,8364
111273057066305,midriverdistrictmiami,These ads ran without a disclaimer,≤100
2290975831120740,Jenny Roan Forgey for Texas State Rep,Jenny Roan Forgey Campaign,≤100
103193811265114,Conservitee,Curtis M Hundley,≤100
311575728888244,Building Markets,These ads ran without a disclaimer,≤100
139821682696375,Families of Two: Childfree and Beyond,These ads ran without a disclaimer,≤100
336734426476390,A.Lever Studio,Antoine Jamal Lever,≤100
100380224841094,Murray Simpkins for Harnett County Commissioner District 5,Murray Simpkins 2020,≤100
269311843960594,Kitchen Sink Microscopy,Kitchen Sink Microscopy,≤100
109593680378663,Brian Farnen for Fairfield,Farnen for Fairfield,≤100
120668425217230,Progress Prevails,These ads ran without a disclaimer,≤100
426406211130274,Citizen Voters,CITIZEN VOTERS INC.,≤100
114990649960270,Matt Moore 2020,Elect Matt Moore,≤100
115058793196716,Big Tree Pac,Big Tree PAC,≤100
102326684612174,Parish Moffitt NC House District 82,Committee to Elect Parish,≤100
508193399620870,"History, Literally Present In All That We Do",These ads ran without a disclaimer,≤100
1927977257228284,Jack Murphy,I Love My Freedom,153
100222638148486,Judge Julie Kocurek for 390th District Court,Judge Julie Kocurek Campaign,≤100
106628987450375,Marisa Calderon,Calderon for Congress,≤100
103777404408012,Kennedy for County Exec,Bryan Kennedy For Milwaukee County Executive,≤100
211211155280,Esri,Esri,148
183623155655860,Driver Matters,These ads ran without a disclaimer,≤100
383477878673164,Preserve Cherokee,Harry John Long,≤100
112872393465809,Trump This Shop,Live By Design,≤100
110633143692923,Small Business America,Real Voices Media,≤100
367292494407,AJC - American Jewish Committee,AMERICAN JEWISH COMMITTEE,378
304600892905134,Hillsdale College Online Courses,HILLSDALE COLLEGE,1532
283606602272541,Chana Ginelle Ewing,These ads ran without a disclaimer,≤100
1004230109966179,Leonard Manoukian,Leonard Manoukian,≤100
416948065041413,The Larry Mendte Show,Lawrence Mendte,≤100
26233666109,Give2Asia,GIVE2ASIA,≤100
351480438907852,Scotty Van 2020 Exploratory Committee,David S Vannederynen,≤100
795153240875599,Infinite Allure - Medical Aesthetic Center,These ads ran without a disclaimer,≤100
115724785181841,Save the Soldiers Home,Milwaukee Preservation Alliance Inc,≤100
6691963292,Jeanne Shaheen,SHAHEEN FOR SENATE,289
101784987997903,2A Style,Edward F Ebert,≤100
3136140586411627,Jesse Reyes for Illinois Supreme Court,Committee to Elect Jesse G Reyes,≤100
112343553514636,Learn More,Brittney Diane Prieto,1261
112414940196296,manana,These ads ran without a disclaimer,≤100
1757265964314562,Choose God,Amanda Lord,≤100
422362971693359,MenRec,George Weiss,≤100
565092390311856,Magnetek Rotation,These ads ran without a disclaimer,≤100
2045477909082912,Midwest Truth,Midwest Truth Media LLC,≤100
166236363442071,Centre County Democratic Committee,Centre County Democratic Committee,≤100
103520677807810,Bosisi Designs,These ads ran without a disclaimer,≤100
790658641041623,Vanessa McNeal,VANESSA LYN MCNEAL-ATADOGA,≤100
109773183854391,ZipJar,These ads ran without a disclaimer,≤100
130718337448413,Author Daniel Krause,These ads ran without a disclaimer,≤100
12784656483,Union Rescue Mission,Union Rescue Mission,124
2335428506707414,Wild & Beguiled,These ads ran without a disclaimer,≤100
177608652618,VirtualJerusalem.com,J Media Global LLC,148
7606381190,Amy Klobuchar,AMY FOR AMERICA,13965
183424985463330,Joe Cunningham,JOE CUNNINGHAM FOR CONGRESS,≤100
1979112745633552,Jamie A. Triplin,These ads ran without a disclaimer,≤100
1232212606817196,Proven,These ads ran without a disclaimer,≤100
451075468389015,Donald Trump Is My President,I Love My Freedom,≤100
127755494595870,Progressive Takeover,PROGRESSIVE TAKEOVER,19439
394707496275,Threads 4 Thought,These ads ran without a disclaimer,≤100
925007000949719,ExxonMobil,Exxon Mobil Corporation,66204
1589154051350606,FOZ - Friends of Zion Museum,These ads ran without a disclaimer,≤100
1545826148838592,Trump 2020,Gregory Lawrence Burright,720
113024203576744,Bright Ideas,Edlan Kuo,≤100
105637180924700,Joe Abeyta for State Representative,Joseph Antonio Abeyta,≤100
103893510971054,The Truth Podcast: Question Everything,Richard Ucheabuchi Ojeh,≤100
383346951830661,Islamist Watch,Islamist Watch,≤100
1604364886537751,Gray Management Inc./ 336 Records Publishing,Gary Garnell Gray,≤100
22426379899,Workman Publishing,WORKMAN PUBLISHING CO. INC.,123
111228707034887,Trump2020Merica,Trump2020 Merica,≤100
59921823097,West Chester University of PA,These ads ran without a disclaimer,≤100
601108943431836,The Flip Side,These ads ran without a disclaimer,≤100
100787471467527,Knowyourvote,Knowyourvote,≤100
253561338145031,Goodwill Store & Donation Center,These ads ran without a disclaimer,140
342887442508723,Convention of States,Convention of States Action,1382
2377931022490256,Michael Lovell - Candidate for Wentzville Alderman Ward 3,Michael Keith Lovell,≤100
28446275521,Military Officers Association of America (MOAA),Military Officers Association of America,1030
110927853619680,Healthy Habits,These ads ran without a disclaimer,≤100
308159713150350,Voter Protection Project,VOTER PROTECTION PROJECT,527
1023698444330392,The Tylt,The Tylt,≤100
566204300578557,International Socialist Alternative,These ads ran without a disclaimer,≤100
138188286726421,Steve Riddell for Texas House District 92,Steve Riddell for Texas 92,≤100
171516669541491,Bright Hope,BRIGHT HOPE INTERNATIONAL,≤100
2046092952294722,Lucy McBath for Congress,FRIENDS OF LUCY MCBATH,≤100
10498053716,Media Research Center,MEDIA RESEARCH CENTER,1364
265680386930901,Kevin Rhea,Kevin Patrick Rhea,≤100
279351549238696,Dr. Marty Pets,These ads ran without a disclaimer,≤100
106936064085949,Renew Davis - Yes on Q,"Renew Davis Committee, A Ballot Measure Committee in Support of Measure Q",≤100
114314450118087,Darma for City Council 37,Darma V Diaz CD37,≤100
2181403648815959,America United,America United Daily,244
224058138586,Greater Fort Lauderdale Alliance,These ads ran without a disclaimer,≤100
742790559090054,Alex Rowan Foundation,David Rowan,≤100
110251373805984,Hilario4America,These ads ran without a disclaimer,≤100
1992737650847803,Lisa Sproule Big Picture Living,These ads ran without a disclaimer,≤100
80668957414,GoSili,SiliKids Inc.,≤100
2046303695422310,Your Republican Dad,Alexander Henry Osherow,≤100
2344547189131349,Jarret Hamstreet for LD15 House,Friends of Jarret Hamstreet,≤100
