Page ID,Page Name,Disclaimer,Amount Spent (USD)﻿
503973866452307,Heather Post - Volusia County Council District 4,Re-elect Heather Post Campaign Volusia County Council District 4,≤100
1711122469104679,Strong Like Bull,These ads ran without a disclaimer,≤100
100298601517479,No Cap - Unbiased Journalism,These ads ran without a disclaimer,≤100
160647905568,Hillsborough County LGBTA Democratic Caucus,These ads ran without a disclaimer,≤100
121731445898409,I Love Great Deals,Roberto None Lugo,204
108531987305071,Trumpvoters,International Web Concepts In,≤100
799378193557315,Inspire Party,Inspire Party,595
574336439636223,Hilary Franz,Friends of Hilary Franz,≤100
1396930900564497,HERO,These ads ran without a disclaimer,≤100
288110884600563,Lean In,"Sheryl Sandberg & Dave Goldberg Family Foundation d/b/a LeanIn.Org, LLC",2284
24470472733,The Trevor Project,The Trevor Project,476
112719376780180,The Democratic Change Store,The Democratic Change Store,≤100
357275101142388,Everglades-Trust,These ads ran without a disclaimer,≤100
768178246620917,Ob360 Media,These ads ran without a disclaimer,≤100
504161563089343,BlackPAC,Black PAC,219
152153630129,Mote Marine Laboratory & Aquarium,Mote Marine Laboratory & Aquarium,507
113095110133275,Kevin Lincoln For Stockton Mayor,Kevin Lincoln for Mayor 2020,≤100
52989768601,Population Connection Action Fund,Population Connection Action Fund,≤100
238003876939202,Been There. Got Out.,These ads ran without a disclaimer,≤100
109575145733890,McGuireWoods Consulting,MCGUIREWOODS CONSULTING LLC,≤100
245742302127039,Love Kevin Murphy,These ads ran without a disclaimer,≤100
230323250750416,Upper Keys League of Women Voters,Ginette Hughes,≤100
177067648929,SEMO Food Bank,Southeast Missouri Food Bank,≤100
100132901494062,A-Beis,These ads ran without a disclaimer,≤100
8815573924,Utah Food Bank,UTAH FOOD BANK,≤100
118714808054,Mi Familia Vota,Mi Familia Vota,≤100
107725512599782,Family Tree Clinic,Alison Naomi Nowak,≤100
300341323465160,The Daily Signal,HERITAGE FOUNDATION (THE),369
7209432197,Chris Coons,CHRIS COONS FOR DELAWARE,1734
2294830990636604,Streets For All,Streets For All,≤100
248181906078243,National Institute for Civil Discourse,These ads ran without a disclaimer,≤100
184731548554164,PL+US,Plus Fund: Paid Leave for the United States,1152
2140339289356027,Dr. Pritesh Gandhi for Congress,GANDHI FOR TEXAS,≤100
45855729942,Mayor Mohamed T. Khairullah,Friends of Khairullah,≤100
834645469890446,Devin Nunes,DEVIN NUNES CAMPAIGN COMMITTEE,10702
1803497173267461,Raysa Molina Art Studio,These ads ran without a disclaimer,≤100
2083699131942244,Break Barriers Foundation,Faraj  Mourad,≤100
1237670216314500,Garet Bleir - Journalism,John Garer Bleir,≤100
1412565945704124,Sendero Provisions Co.,Sendero Provisions Co.,≤100
177654535703728,Lisa Whitefern,These ads ran without a disclaimer,≤100
101373054640747,Atlanta Cap Company,These ads ran without a disclaimer,≤100
1466796996946001,Mosquito Joe of NW Florida,These ads ran without a disclaimer,≤100
596847380812248,"Mark Austin, City of Fillmore, Council Member",Mark Andrew Austin,≤100
142992759853421,Be A Hero,BE A HERO PAC,796
175862952587855,"Global Oceanic Designs, Inc.",Kenneth Wayne Welch,≤100
116051396457639,Kim4Recorder -Kim Challender,Kimberly Ann Challender,≤100
112325855474892,Speak Up For Education and Kids,National Education Association,4994
201956993160690,MRCTV,MEDIA RESEARCH CENTER,1322
2055279561395618,ICE CREAM,These ads ran without a disclaimer,≤100
115028271899851,Stanislaus County Democratic Party,STANISLAUS COUNTY DEMOCRATIC CENTRAL COMMITTEE STATE,≤100
103428607824456,Arlindo  do RX pré  candidato vereador,These ads ran without a disclaimer,≤100
1553978148244954,Build With Strength,Build With Strength,254
163055010716637,G95,Peter Carlton Solle,≤100
110948720307431,Americans for a Prosperous Future,WINDWARD FUND,≤100
163367894377962,Satirical Facts,Into The Garbage Chute,≤100
104530824365420,Brian Smith for State Representative,Brian Smith 2020,≤100
108240444011710,Knox County Conservatives,Knox County Conservatives,≤100
208876186220,Great Transition Initiative,"TELLUS INSTITUTE, INC.",≤100
228132537208218,Tammy Duckworth,TAMMY FOR ILLINOIS,394
364141580333134,Wash Co Republicans  Florida,Malcolm Scott Gainey,≤100
143509339045414,Americans for Peace and Tolerance,"AMERICANS FOR PEACE AND TOLERANCE, INC.",149
235439856474806,Food Bank of Iowa,Food Bank of Iowa,≤100
111612771569,Derwin L. Montgomery,DERWIN MONTGOMERY FOR CONGRESS,≤100
1637079489844025,Brave New Films Action,Robert Mark Greenwald,≤100
277443916145253,Stop Sign Ticket Defense,Gregory Monte,≤100
451120088312249,Hear The Nation,Hear The Nation,≤100
101784987997903,2A Style,Edward F Ebert,≤100
115694966546065,Shaun Lehoe for Manatee County School Board District 3,Shaun Lehoe for Manatee County School Board District 3,≤100
587061394960007,Lee Jackson for Johnston County Commissioner,The Lee Jackson Committee,≤100
46347342434,EMILY's List,EMILY'S LIST,3575
1084856268238034,Trump Talking,Jay David Kamhi,387
100857804840216,"Terrence O'Sullivan Law, P.A.",These ads ran without a disclaimer,≤100
191802780404,State Chamber Research Foundation,THE STATE CHAMBER RESEARCH FOUNDATION,≤100
2854335511458493,Down With Fox,These ads ran without a disclaimer,≤100
614246451963994,Paul Beckman,Paul Lepage Beckman,≤100
599037717094428,Lil Guillotine,Liam Robert Manjon,≤100
172532056601634,Allan J. Lichtman,St. Martin's Press,≤100
169782346711431,Dan Dawson for State Senate,Dan Dawson for State Senate,≤100
849223445453807,Freaknik Festival,These ads ran without a disclaimer,≤100
159597424207730,David Perdue,PERDUE FOR SENATE,705
1883837055193241,Shield Republic,Ryan Carter,346
723985357637937,Relation State,Jeffrey D Gregory,≤100
1618097945109665,Papa Joe Knowz,These ads ran without a disclaimer,≤100
891174810913725,Soul Navigation,These ads ran without a disclaimer,≤100
1055903714502799,The LeMieux Center for Public Policy at Palm Beach Atlantic University,Mav3n Digital,115
349606765064336,Coral Springs Talk,Talk Media,≤100
18588421343,Westminster John Knox Press,These ads ran without a disclaimer,≤100
203529010238247,Florida Justice League,These ads ran without a disclaimer,≤100
1167092243351075,The Voting Project,The Voting Project,367
109938369029726,Sock City,These ads ran without a disclaimer,≤100
294786251238157,Chris Eagle 4 Congress,CHRIS EAGLE 4 CONGRESS,667
146817005352784,Wellness.com,"Beachside Media, Inc.",2160
1769625150017881,Strong Start to Finish,These ads ran without a disclaimer,≤100
110458847100012,Diagnosing Healthcare,Paul Roger Roberts,≤100
103376804451432,Trending Politics,Making Web LLC,868
156742534349797,Israel Action Network,These ads ran without a disclaimer,≤100
457701071664430,Red Wave IN 2020,Blind Vote Media,≤100
2123857067900729,Brenda Siegel for Vermont,Brenda For Vermont,≤100
223315101050132,Waters Kraus & Paul,Waters Kraus & Paul,≤100
109111900634787,Reverend Raphael Warnock,Warnock for Georgia,3837
195647600913215,No Safe Spaces Movie,These ads ran without a disclaimer,≤100
7874447386,MUBI,These ads ran without a disclaimer,≤100
405355946226766,Todd Young,"FRIENDS OF TODD YOUNG, INC.",1003
2378764399062080,Morrison For State Board of Education,Friends for Jacquelyn Morrison for State Board of Education,≤100
1265705333582297,Akilah Bacy for Texas,Akilah Bacy for Texas,≤100
115484053157746,The Two Minute Take,Two Minute Take,≤100
43222711183,National Whistleblower Center,NATIONAL WHISTLEBLOWER CENTER,≤100
800209743669327,JP Ronald Author,These ads ran without a disclaimer,≤100
127225910653607,PragerU,These ads ran without a disclaimer,≤100
605037386536651,Alianza for Progress,Alianza for Progress,2573
9324910069,NRSC,NRSC,37828
1606710959557216,Slugnuts,Kyle Douglas Reynolds,≤100
109119203848218,American Homeowners,Rachael Anne Ginzel,1836
262846634262819,Soul Anarchist,These ads ran without a disclaimer,≤100
128155811565,Wyoming Liberty Group,Wyoming Liberty Group,≤100
103259894574291,NC Families First,NC Families First,≤100
104982977708871,Dr. Bisham Singh,Dr. Bisham Singh for Congress,≤100
142283849237882,The Versed,These ads ran without a disclaimer,≤100
243856543217942,Jerry Carl For Congress,JERRY CARL FOR CONGRESS,≤100
778965382208414,Emerged Graphics LLC,These ads ran without a disclaimer,≤100
110310557163704,Senior Financial,These ads ran without a disclaimer,≤100
2379535152279313,TheNobleNarwhal,These ads ran without a disclaimer,≤100
111181083761708,Saving Braniacs,Morgan Paige Marie Gordon,≤100
115911665626912,The Term Limit Revolution,Scott M Murphy,≤100
1568648046682139,Brian Kolfage,Brian Kolfage Fans,6251
104647897680740,Ayvrie Dixon for Potter County Commissioner Precinct 1,Ayvrie Monique Dixon,≤100
111226867129700,Prideful Patriots,Christopher Lee Bruce,≤100
788041574596355,Concealed Carry,These ads ran without a disclaimer,≤100
541047756090826,Martin County Taxpayers Association,These ads ran without a disclaimer,≤100
133722794545,Generosity.org,Generosity.org,≤100
67822755168,Taina Asili,Gaetano Jonathan Vaccaro,≤100
123214871097848,Make the Connection,the United States Department of Veterans Affairs,620
113278400042596,Kelly Mitchell,FRIENDS OF KELLY MITCHELL,≤100
101073631385202,Jecorey Arthur for Metro Council District 4,Jecorey Arthur,≤100
197177090308580,"Greening Law, PC",These ads ran without a disclaimer,≤100
104321647644861,Travis Smith for NC Senate,Travis Smith for NC Senate,≤100
6012633110,Communications Workers of America,COMMUNICATIONS WORKERS OF AMERICA WORKING VOICES,109
104614984409194,Tatjana Preuß,These ads ran without a disclaimer,≤100
1791097094486498,Musings,Musings Magazine,≤100
552252188132091,Food Bank of Northeast Arkansas,Food Bank of Northeast Arkansas,≤100
604596710018216,George Brinegar,Kristin Lynn Neely Tiller,≤100
118490434816,New Hampshire Republican State Committee,New Hampshire Republican State Committee,≤100
101190091412999,समाजवादी पार्टी गोरखपुर  सोशल मीडिया,These ads ran without a disclaimer,≤100
120900338080194,Rep. César Chávez,Cesar Chavez for Arizona,≤100
157491804281590,Basilica of the National Shrine of the Immaculate Conception,Basilica of the National Shrine of the Immaculate Conception,343
24844979499,Heartbeat International,Lauren Faith Bell,≤100
1387980647989356,Scott Richardson for State Representative,Robert S Richardson,≤100
7853647391,FEE,"FOUNDATION FOR ECONOMIC EDUCATION, INC",≤100
662962894077729,The Well News,The Well News,≤100
289213691238937,Thrasher Coffee,Thrasher Coffee Co.,571
100289458186474,Election Compaign,These ads ran without a disclaimer,≤100
2057178201244712,Jeff Hawk for County Commissioner District 3 Osceola FL,"Jeff Hawk For County Commissioner District 3, Osceola County FL",≤100
338513650167995,Light-Ea,These ads ran without a disclaimer,≤100
109136650636111,Harold Hayes for State Representative,Friends of Harold M. Hayes,≤100
105344310973061,Hart for County Prosecutor,Committee to Elect Robert Hart,≤100
58709265392,Americans United for Separation of Church and State,Allison Jeanne Kimble,≤100
1234017363396860,Gulmohar Ahluwalia,These ads ran without a disclaimer,≤100
611337589327582,Ugly Art Boy,Corey Richard Stern,≤100
1438553336457672,Fair Housing Council of Greater San Antonio,SAN ANTONIO FAIR HOUSING COUNCIL INC,≤100
214299312740318,The Mindful T-Shirt Co.,These ads ran without a disclaimer,≤100
109265100610613,Rep. Jay Barrows for Republican State Committee,Red Massachusetts Grassroots Action,≤100
1050474972008396,Bryan Berghoef for Congress,BRYAN BERGHOEF FOR CONGRESS,149
50982313030,Food & Water Watch,Peter Langdon Thacher,141
26688360097,Corey Woods for Tempe Mayor,Corey For Tempe,≤100
8127889355,Americans for Tax Reform,Americans for Tax Reform,1828
2309566456030859,Human Coalition Action,Human Coalition,2860
191210710930194,Susan Talamantes Eggman for State Senate,Susan Eggman for State Senate,≤100
242394012449370,"The Naumann Group Real Estate, Inc.",These ads ran without a disclaimer,≤100
302612457071883,Moving It Right,Richard P Ashton,646
104673551044684,Republicans 2020,Rep Republican,2380
197140993656754,Great Plains Food Bank,Great Plains Food Bank,≤100
2082523125163575,2A Activewear,These ads ran without a disclaimer,≤100
708381249343443,Ssussdriad,Nathan  Paul  Odom,≤100
5861903849,Friends of UNFPA,Roger J Nokes,≤100
429159784302246,Dr. Peter A Barone Presents: Legal Aspects of CCW,These ads ran without a disclaimer,≤100
14038292386,Women for Women International,WOMEN FOR WOMEN INTERNATIONAL,443
186908658003781,Congressman Steven Palazzo,the Office of Congressman Steven Palazzo,≤100
19889237539,ISRAEL21c,ISRAEL21C,≤100
212732770186,Tom MacDonald,These ads ran without a disclaimer,≤100
131665893550524,Thieves in the Temple,Alec Mento,≤100
100885104750587,Lb-cozyroom,These ads ran without a disclaimer,≤100
353054608814029,Sylvr Bullet Apparel,These ads ran without a disclaimer,≤100
105346387703033,Presidential Porcelain,Presidential Porcelain,≤100
390883238440320,Deborah Gonzalez for DA,Deborah Gonzalez for DA,≤100
273721203531595,Michael Coudrey,Michael  Coudrey,≤100
100501598131634,Hotel and Motel Trafficking,X Social Media,742
109909827250781,Thetrumpgear.com,Jake Rowan Clifford,≤100
184278031586762,Trivia Nation Florida,These ads ran without a disclaimer,≤100
2240869226163103,Broward Sheriff Gregory Tony,The Broward Sheriff's Office,≤100
109637125764343,Population Connection,Population Connection,≤100
193489767467191,Jones Wealth Management Group,Martavius Delon Jones,≤100
173034779386389,Pines International,Ronald Seibold,≤100
354640478216829,The American Satanist,Matthew R Delaroche,≤100
109012653901268,Citizens for Tiesha Smith,Citizens For Tiesha Smith,≤100
563170183888903,Betty Griffin Center Thrift Shoppe,Betty Griffin Center Thrift Shoppes,133
404929222888251,Conservation Colorado,Conservation Colorado,≤100
204998436268114,Boyce Thompson Institute,Boyce Thompson Institute,≤100
143997159044012,Ed Hanes for NC,Ed Hanes Jr For North Carolina,≤100
1019320294761019,Hatikvah Slate,Hadar None Susskind,≤100
1600562666931906,Erik Underwood for Colorado,Erik Monroe Underwood,≤100
200119260352,Della Mae,These ads ran without a disclaimer,≤100
2096116803831566,Live Poll for Democrats: 11:59 P.M. Deadline,Democratic Governors Association,964
105265337645447,Eagle Gear,Dennis M Hamburg,≤100
118102761610004,Freeman Ng,Freeman Ng,≤100
108070370740079,Virginia Bill Watch,These ads ran without a disclaimer,≤100
124462944390458,Brad Wenstrup,Congressman Brad Wenstrup,≤100
169034376562081,Valley Air District,San Joaquin Valley Air Pollution Control District,≤100
149034417891,ettitude,Ettitude,≤100
493939890983989,Clark's Cubes,These ads ran without a disclaimer,≤100
114491101941815,Acupuncturists Without Borders,ACUPUNCTURISTS WITHOUT BORDERS,≤100
100604641504806,Friends of Miko Pickett,Friends of Miko Pickett,≤100
105758454200019,Mark N Scalise,Scalise For Judge,≤100
151316191679387,UFCW Western States Council,UFCW Western States Council,≤100
113575490062092,Ramon Iglesias for Hendry County Commission,Ramon Iglesias for Hendry County Commission,≤100
111423516969188,More94,These ads ran without a disclaimer,≤100
101156701446512,American Patriots Unite,American Patriots Unite,≤100
67290148351,Sites by Sara,These ads ran without a disclaimer,≤100
939178609493341,Clint Erickson Holmes County Commissioner District 5,Clint Matthew Erickson,213
274778659293502,"Verras Law, P.A.",These ads ran without a disclaimer,≤100
433269033696623,Liberty & Co.,Tyson Craig Frantz,≤100
109072503873031,Cc's list,These ads ran without a disclaimer,≤100
1202514329820178,Don Blankenship,Don Blankenship,≤100
240541419343823,Charlie Van Zant for Superintendent of Schools,Charles Edward Van Zant Jr.,177
146325688716898,School Choice Week,National School Choice Week,2104
991941687541135,Barking Laughs,Barkinglaughs,≤100
628773943837250,Task & Purpose,Task and Purpose,149
500410440069924,Dan "Taxation Is Theft" Behrman for President 2020,COMMITTEE TO ELECT DAN TAXATION IS THEFT BEHRMAN,103
104569494458226,World Road Today,Loring Macall,≤100
270528817000297,JDog Junk Removal & Hauling Apopka,These ads ran without a disclaimer,≤100
114708368568567,"Swan Energy, Inc.",Swan energy Inc.,228
634635016977585,No Alcohol Taxes,Alaskans Against Unfair Alcohol Taxes,≤100
1393911800825140,OZY,OZY Media Inc,≤100
44015482829,United Nations Development Programme - UNDP,United Nations Development Programme,≤100
100903547935428,Charisse Lillie,These ads ran without a disclaimer,≤100
227658570930686,Tapestry Senior Living Lakeshore,These ads ran without a disclaimer,≤100
110444857162062,Clearly Clermont,These ads ran without a disclaimer,≤100
100435314857680,Orange Township Community Coalition,Orange Township Community Coalition,≤100
110726917100802,पृथ्वीराजजी शिवाजीराव साठे,These ads ran without a disclaimer,≤100
1852520761657982,4ocean,4ocean,18704
115609796539370,Political Divides,These ads ran without a disclaimer,≤100
135500133147357,ProEnglish,US INC,≤100
106861434207630,Forceps Engines,These ads ran without a disclaimer,≤100
144281776241443,Climate Scorecard,Climate Scorecard,≤100
1156676274461345,Mikie Sherrill,MIKIE SHERRILL FOR CONGRESS,≤100
1318134684947847,Aura Vasquez,Aura Vasquez for the People of L.A Council District 10 in 2020,≤100
1441722672744792,Their Turn,TheirTurn,≤100
79355523842,University of the People,University of the People,320
2011853169031699,Bali Necklaces,Bali Necklaces,≤100
329243564466366,Run Wild Ranch Sanctuary,These ads ran without a disclaimer,≤100
95483488591,Democratic Party of Wisconsin,DEMOCRATIC PARTY OF WISCONSIN,≤100
125119157535614,Fannie Mae,Fannie Mae,755
88444849127,The Hunger Project,"GLOBAL HUNGER PROJECT INCORPORATED, THE",184
125162818118662,Citizens to Elect Judge Sheree D. Henry,Citizens to Elect Judge Sheree D Henry,≤100
112048893608822,Bhavin Jindal for Loma Linda,Bhavin Jindal for Loma Linda City Council,≤100
1574792372812923,Matt Old -Erie County Commissioner,Citizens for Matt Old,≤100
2452029394813890,Congressman Joe Morelle,Congressman Joe Morelle,≤100
116380409767448,Shop Trump 2020,Harsaheb Dhall,342
836651259803023,Opening Arguments Podcast,Thomas James Smith,≤100
111812468884033,W.K. Kellogg Foundation,W. K. KELLOGG FOUNDATION,≤100
117590506298785,Elisa for State Representative,Elisa M. Tamayo Campaign,≤100
121388362246,Goldman Sachs,These ads ran without a disclaimer,≤100
102940631091081,Magaw for all Children,Victoria Lea Zeller,≤100
354889475429698,Judge Monet McCorvey Gaines,Committee To Elect Monet Gaines | 575 S Lawrence Street | Montgomery AL 36104,≤100
534488750036661,"Ohio Value Voters, Inc.","Ohio Value Voters, Inc.",≤100
102974221255629,Lebanese Diaspora Revival Council,These ads ran without a disclaimer,≤100
137051766452,Purusha People Clothing,Purusha People,≤100
108754680547288,Jessi for US Congress,Jessica Nicolen Melton,137
1643252102629753,Vote Wayne R. Posner,"Wayne R. Posner for Jupiter Town Council, District 1.",207
100898711359532,Danielle Irwin for Leon County Commission At Large,Danielle Irwin For Leon County Commission At Large Group 1,≤100
1461944560735432,Hamptons Designs,These ads ran without a disclaimer,≤100
472649409472447,The Bus,Jordan Kevin Duran,106
110525106971306,Rich Desmond for Supervisor,Rich Desmond for Supervisor 2020 FPPC 1419486,≤100
111034825665225,GoPhilanthropic,GO PHILANTHROPIC CHARITABLE FUND,≤100
412968318875397,Randy Keating,Keating for Council,≤100
111571163709120,FDR Tax,Joel P Petgrave,≤100
103762644405824,Jacob Hornberger,These ads ran without a disclaimer,≤100
69039563201,Open Doors USA,"OPEN DOORS WITH BROTHER ANDREW, INC.",5329
111181236964067,New Mexico News Share,New Mexico News Share,≤100
120547365195,National LGBTQ Task Force,National LGBTQ Task Force,≤100
612484949138774,Bradley Center for Natural and Artificial Intelligence,Robert Leonard Ii Crowther,≤100
103762644405824,Jacob Hornberger,JACOB HORNBERGER FOR PRESIDENT CAMPAIGN COMMITTEE,≤100
111148913644701,Local Homeowners Monthly News,Emanuel Thang Mah Nguyen,3510
100771651415864,vintagestreetsign.com,These ads ran without a disclaimer,≤100
555394394483002,Urban Resource Institute,Urban Resource Institute,805
1620901297968649,Aimy Steele for NC House 82,Paid by the committee to elect Aimy Steele for NC House District 82,≤100
123651254408327,Sokolove Law,These ads ran without a disclaimer,≤100
154042404618678,Nutty Steph's,These ads ran without a disclaimer,≤100
355798568528894,American Muslims for Tulsi Gabbard,Ali Abbas H Taj,≤100
66459568171,Harvard Business School,These ads ran without a disclaimer,≤100
105933777496784,Marquita Bradshaw,MARQUITA BRADSHAW FOR U S SENATE,≤100
173913454734,LunchSkins,These ads ran without a disclaimer,≤100
107761702578379,American Institute for Cancer Research - AICR,American Institute for Cancer Research,2374
325687398056953,Independent & Strong,These ads ran without a disclaimer,≤100
1127962124043358,7th and Grove,These ads ran without a disclaimer,≤100
356630074722933,Dangerous Documentaries,Joseph Clayton Klein,≤100
1128299587331226,Jennifer Reid for Gainesville,Jennifer Crystal Reid,≤100
139062006143526,End The GOP,Richard Neely,≤100
322194751726887,Rep. Russ Fulcher,The Office of Congressman Russ Fulcher,≤100
366351973736242,Red Rock Secured,Red Rock Secured,≤100
1493933237544434,Vote State Representative Paul Frost,Red Massachusetts Grassroots Action,≤100
462501617271015,Kristina for Republican State Committee,Red Massachusetts Grassroots Action,≤100
116824051209,Green Business Network at Green America,These ads ran without a disclaimer,≤100
547264982426776,"Raza Siddiqui, Nabet-CWA Local 41 Vice President","Raza Siddiqui, Nabet 41 Vice President",≤100
100911481267154,"Luke Gromen - FFTT, LLC","FFTT, LLC",≤100
114710126648118,Republican Dogs,Republican Dogs,188
105534407641379,Patriot Props USA,These ads ran without a disclaimer,≤100
101757384635840,Jackie Fielder for State Senate 傑基.  菲爾德,Jackie Fielder for State Senate 2020,≤100
112872393465809,Trump This Shop,Live By Design,≤100
9423488774,American Wind Energy Association (AWEA),AMERICAN WIND ENERGY ASSOCIATION,712
213254292034436,Out & Equal Workplace Advocates,OUT & EQUAL WORKPLACE ADVOCATES,≤100
103401084575927,Prisoner of War on Police,These ads ran without a disclaimer,≤100
384676381708957,Education NC,Education NC,318
130467958471,Jason Lewis,Jason Lewis for Senate,102
235701154010364,The E Pluribus Unum Fund,E Pluribus Unum Fund,≤100
837860879671595,Bari Applebaum,These ads ran without a disclaimer,≤100
107308597404500,Ecofriendlysteve,These ads ran without a disclaimer,≤100
337490192991981,Grabien,Grabien Inc,≤100
113738516758427,bronsoloillustration,These ads ran without a disclaimer,≤100
111562436952538,We Stand True,The Phoenix Group,≤100
111122217068448,PatriotWear,These ads ran without a disclaimer,≤100
105804950922286,AmericaAmerica,Jonathan Edward Tourgee,≤100
502773583457238,CHILLFILTR.com,Krister Bjornson Axel,≤100
216235145056069,Stop The HIT,Stop The HIT Coalition,≤100
108184690600440,Maimonides Scholars Program,These ads ran without a disclaimer,≤100
543140549129071,"5k Under Vehicles, Boats, Recreational",Nathan James Dolan,≤100
258012354252280,Informing Christians,Debra J M Smith,≤100
