Page ID,Page Name,Disclaimer,Amount Spent (USD)﻿
104441941152145,Jim Simpson,JIM SIMPSON FOR CONGRESS,≤100
100682844672368,Jeff Propst for 104th District Judge,Jeff Propst Campaign,≤100
52412809078,Santa Barbara Rescue Mission,SANTA BARBARA RESCUE MISSION,≤100
1086042774800835,Cumberland County Soil & Water Conservation District,Cumberland County Soil & Water Conservation District,≤100
59386210330,American Lung Association,AMERICAN LUNG ASSOCIATION,≤100
116924065002990,Indiana Democratic Party,INDIANA DEMOCRATIC CONGRESSIONAL VICTORY COMMITTEE,≤100
124530924015,Hank Gilbert,HANK GILBERT FOR CONGRESS,≤100
101276711282720,The Kentucky Record,Kentucky Record News,≤100
174371409720577,Abdul El-Sayed,ABDULRAHMAN MOHAMED EL-SAYED,≤100
108906707265489,USA Pooch,"PRESIDENTIAL POOCH, INC",≤100
9800035481,IndieWire,These ads ran without a disclaimer,≤100
2167076083353244,"Alex Kithes, Woonsocket City Councilor",Friends of Alex Kithes,≤100
245284549333866,ASMDSS,ASMDSS,≤100
102617961152741,Barbara Bollier,Bollier for Kansas,≤100
106034100825061,The Constitution Avenger,Nicholas Chance Alexander,≤100
1691889757753434,"Michael Schostak, Bloomfield Twp Trustee",Michael Edward Schostak,≤100
120778038066631,EveryLibrary,EveryLibrary,≤100
108514693875761,Lauren Young for 1st Ward Committeeperson,Friends for Lauren Young,≤100
30914589895,The International Fellowship of Christians and Jews,"INTERNATIONAL FELLOWSHIP OF CHRISTIANS & JEWS, INC.",≤100
98837990702,Commissioner Penny Rich,Penny Suzan Rich,≤100
452119908156321,Grow Ahead,Grow Ahead,≤100
1724152980980128,Kimberly Bizon for Congress,COMMITTEE TO ELECT KIMBERLY BIZON,≤100
1508070429469506,Chuck Washington for Supervisor,Chuck Washington for Supervisor,≤100
214254178658368,Madison County Ga Democrats,Clyde Verhine,≤100
569482206541967,Republican for Horry County,Ronald Pyle,≤100
193166293135,Penguin Random House Audio,These ads ran without a disclaimer,≤100
22984054572,Numi Organic Tea,Numi Organic Tea,≤100
583721555409344,State Rep. Ron Gray,"Delaware House of Representatives, Republican Caucus",≤100
190062194353228,Wycliffe Associates,"WYCLIFFE ASSOCIATES, INC.",≤100
308212259827797,Rep. Abby Finkenauer,Rep. Abby Finkenauer,≤100
655449214928714,Athena Hollins for State House,Athena Hollins for State Representative,≤100
100470841353605,Monroe Review,Metric Media LLC,≤100
750121728449001,Rebuild SoCal,Rebuild SoCal,≤100
204623453392865,Angelica Dueñas for Congress - CA29,ANGELICA DUENAS FOR CONGRESS 2020,≤100
118303441570966,Home Ownership Matters,NATIONAL ASSOCIATION OF REALTORS,≤100
96935476345,Democratic Governors Association (DGA),Democratic Governors Association,≤100
350385952352374,Eric Ryan Anderson Republican Candidate for Sumter County Sheriff,The Bauen Group,≤100
1600352356914768,PushBlack,PushBlack,≤100
1073830786000906,Cody Vasut for State Representative,Cody Vasut,≤100
105270840975066,Kirk Osborn for Congress,KIRK OSBORN FOR CONGRESS,≤100
207901812670026,theSkimm,"TheSkimm, Inc",≤100
265251610146,Virginia League of Conservation Voters,Virginia League of Conservation Voters,≤100
100287418232737,Manuel for Washington County,Manuel for Washington County,≤100
15779440092,National Review,"NATIONAL REVIEW, INC.",≤100
1406812506220999,Christina Fugazi,FUGAZI FOR ASSEMBLY 2020,≤100
101467821207214,Flora For Congress,FRIENDS OF JOHN FLORA,≤100
199826043375900,Larry Hogan,Change Maryland Action Fund,≤100
104242142960296,Marc Lopez Law,Marcelino Gustov Lopez,≤100
399145683585912,Council Member Sergio Contreras,Sergio Contreras for Supervisor 2020,≤100
818520224838653,Herpetological Conservation International,Michael James Anthony Clarkson,≤100
118144946259472,Marcus Chambers for Superintendent,"Marcus Chambers, Republican for Okaloosa County Superintendent of Schools",≤100
104861954415215,Chris For Metro,Friends of Chris Smith,≤100
8057376739,The Nature Conservancy,Nature Conservancy,≤100
104667590928101,Donavon Hawk for House District 76,Donavon Dean Hawk,≤100
101029014706656,Friends of Ken Bach,Kenneth James Bach,≤100
115274996516355,My Black Counts,Lanae Denise Norwood,≤100
1493796420756547,Santa Cruz Co Republican Club,Steven Ray Mcewen,≤100
604596710018216,George Brinegar,Kristin Lynn Neely Tiller,≤100
633017507209226,"Kaylee Tuck for Florida House of Representatives, District 55",Kaylee Tuck for Florida House of Representatives,≤100
2037938779622595,Tina Arias Miller for Democratic Party OC Central Committee - AD 68th Dist.,"Tina Arias Miller Central Committee, AD68 Democratic Party, FPPC#1424994",≤100
125557181522305,Creek Pride Community Pride,Deborah B Alberico,≤100
293987106409,Stand for Children - Colorado,"Stand for Children, Inc.",≤100
234812877149399,Jason Miller for Florida,JOHN-RYAN DAVID KENNELLY,≤100
366741496830,Southern California Edison (SCE),Southern California Edison,≤100
958164574314945,Cargill,"CARGILL, INCORPORATED",≤100
236142560669642,Mark Alcarez for Douglas County Coroner,Mark Alcarez for Douglas County Coroner,≤100
107493713942874,Edison Gomez-Krauss 2020,Gomez-Krauss for Supervisor 2020,≤100
101663248703,GFWC,These ads ran without a disclaimer,≤100
186097812110,BioNJ,BIONJ INC,≤100
214762075326025,Todd Gloria,San Diego County Democratic Central Committee,≤100
793718590750129,CASA of Bradley & Polk Counties,Christopher Daniel Janetzko,≤100
109584059131553,Juan Thomas for Illinois State Representative,Juan Raudrick Thomas,≤100
109698983847491,Vote Texas,Vote Texas PAC,≤100
101591551371555,Fire Mitch. Save America.,SAVE AMERICA FUND,≤100
271325322931959,Karren S. Price for District Attorney,Karren Smith Price,≤100
392535314716537,Emily Cole for Judge 2020,Bryan Shea Doss,≤100
621504154591700,Michigan Association of Health Plans,MICHIGAN ASSOCIATION OF HEALTH PLANS,≤100
434635993263210,"King County, Washington - Government","King County, WA",≤100
207833736045744,MHAction.org,Kevin R Borden,≤100
100364454874217,Illinois Citizens for American Greatness,These ads ran without a disclaimer,≤100
8127889355,Americans for Tax Reform,Americans for Tax Reform,≤100
104457561018049,DA.AI Technology,These ads ran without a disclaimer,≤100
2330577043935831,Sara Gideon,SARA GIDEON FOR MAINE,≤100
176898723083373,Chanda Choun for Arlington,Chanda Choun For Arlington County Board,≤100
1751620555099797,United Latinx Fund,United Latinx Fund,≤100
339008335523,Hammerle Finley Law Firm,These ads ran without a disclaimer,≤100
532252906820919,Jana Della Rosa,Jana Della Rosa Campaign,≤100
1861470824075660,Assemblymember Marc Berman,Zachery Alexander Ross,≤100
100942234788828,Learner Limbach,Friends of Learner Limbach,≤100
114581435219881,International March of the Living,Ariana Heideman Tipograph,≤100
152766071443309,The City University of New York,The City University of New York,≤100
336020867045939,Dr. Ravi for TUSD,RAVI P GRIVOIS-SHAH,≤100
97830335456,Patagonia,"PATAGONIA, INC.",≤100
142694419623952,Dominic Rapini,Dominic For CT,≤100
103259894574291,NC Families First,NC Families First,≤100
654509758292154,Crumley For Georgia,Crumley For Georgia,≤100
248922701788783,Re-Elect Congressman Henry Cuellar,TEXANS FOR HENRY CUELLAR CONGRESSIONAL CAMPAIGN,≤100
105883357518827,Chris Ekstrom,Chris Ekstrom for Congress,≤100
639583416438237,Washburn County Health Department,"WASHBURN, COUNTY OF",≤100
107698564046392,Lauren Boebert for Congress,LAUREN BOEBERT FOR CONGRESS,≤100
435917576827538,Minnesotans for Line 3,Minnesotans for Line 3,≤100
103383657824254,Ocean Cleanup Group,Michael Todd Powell,≤100
1584050195202316,Barbara Bry for Mayor,Barbara Bry for San Diego Mayor 2020,≤100
289359554914740,We Have A Stake,The ANCOR Foundation,≤100
101705614596839,Medicare Savings Labs,These ads ran without a disclaimer,≤100
116051396457639,Kim4Recorder -Kim Challender,Kimberly Ann Challender,≤100
67945990059,The American Petroleum Institute,AMERICAN PETROLEUM INSTITUTE,≤100
1010143499143169,Medicare Savings,Mayo Labs,≤100
11791104453,NRDC,Natural Resources Defense Council,≤100
100411294698855,Donadio For District Attorney,Donadio for District Attorney,≤100
222849185175901,Better Jobs New Mexico,Energy Media,≤100
312533068780133,New Jersey Firefighters PFANJ,Professional Firefighters Association of New Jersey - "PFANJ",≤100
189034254632699,Costa Mesa Sanitary District,Costa Mesa Sanitary District,≤100
125631244115483,The Santa Barbara & Ventura Colleges of Law,TCS Education System,≤100
143986912311328,University of Vermont Continuing and Distance Education,University of Vermont,≤100
109784800371914,Protect Kids: Fight Flavored E-Cigarettes,TOBACCO-FREE KIDS ACTION FUND,≤100
1765801640300385,Glendora Proud,Proud Digital Media,≤100
261343034731,Concern Worldwide US,"CONCERN WORLDWIDE (U.S.), INC.",≤100
738298126313472,John Thomas Political Strategist,The Thomas Guide Show,≤100
1089577934559990,Joe Reynolds2020,FRIENDS OF JOE REYNOLDS,≤100
190400207672014,American Bankers Association,American Bankers Association,≤100
114150483328584,Kyle Kemp for District Judge,Kyle Kemp Campaign,≤100
471662392942995,Delegate Jheanelle Wilkins,Friends of Jheanelle Wilkins,≤100
237052729573,African Diaspora Film Festival (ADFF),Diarah Ndaw Spech,≤100
110211287060311,Fanon Rucker for Prosecutor,Committee to Elect Fanon Rucker,≤100
108994915821589,ReThink Energy Florida,ReThink Energy Florida,≤100
852187284832856,"City of Cookeville TN - Ricky Shelton, Mayor",Michael Richmond Shelton,≤100
115027909935540,USA Savings Program,Richard Telfeja,≤100
1677358979179949,Senator Jordan Kannianen,Jordan Lee Kannianen,≤100
105019084329972,Tim Watson Sr. for Circuit Judge,Elizabeth J Watson,≤100
833845080319275,The Daily Patriot,Full Tilt Holdings LLC,≤100
174009339411865,SmartNews,"SmartNews International, Inc.",≤100
345504286342057,Keeping America Great Again,RightWingGear.com,≤100
967055460165792,Maverick Doctor,Avishai Osher White,≤100
328853823844484,Balance of Power,Balance of Power,≤100
107616720757744,Mike Navarre for Sheriff,Navarre for Sheriff,≤100
57783358482,Airports Council International - North America,Airports Council International - North America,≤100
101590954650349,Health Enrollment Programs,JOCELYN HSU-YU KO,≤100
717115395103069,PrintedKicks,Printed Kicks,≤100
101942367938685,Caree Annette Harper for Judge 2020,Career Harper for LA Superior Court Judge,≤100
497244950291938,Brian Strickland for Georgia,Strickland for Georgia,≤100
1632583763671130,Stacey Evans,Friends of Stacey Evans,≤100
1642566482623789,Maria Cervania for Wake County Commissioner - District 3,Maria Cervania for Wake County Commissioner,≤100
79355523842,University of the People,University of the People,≤100
1891288021119494,Supervisor Kathryn Barger,Los Angeles County Supervisor Kathryn Barger,≤100
3335077996775520,Doug Patillo for Willard Board of Education,Douglas Wayne Patillo,≤100
1962949220641772,Right as Rain by UW Medicine,These ads ran without a disclaimer,≤100
104647897680740,Ayvrie Dixon for Potter County Commissioner Precinct 1,Ayvrie Monique Dixon,≤100
416769629074105,Colorado Climate and Clean Energy Network,Energy Media,≤100
69151686023,Ruth's List Florida,Laurie Boone Wack,≤100
111942443634459,Craig Stoddart for Judge,Craig Stoddart For Judge,≤100
168372999850740,Christopher Sign ABC 33/40,These ads ran without a disclaimer,≤100
248262725706461,Power The Future,Power The Future Inc,≤100
1483715808520759,Glenn Troast,Re-elect Glenn Toast Lighthouse Point Mayor,≤100
102909941095087,Stop Biased Banking,Center for Freedom and Prosperity,≤100
32682889528,U.S. Chamber of Commerce,The U.S. Chamber of Commerce,≤100
110181477071627,The World Helping Network,Local Home Programs,≤100
107687977468815,Jackie Ward,Committee to Elect Jackie Ward for Mayor,≤100
472707749570927,Oncata,Oncata Inc,≤100
102390387998567,Trump Apparel 2020,Angelica G Suarez Sanchez,≤100
1349171708448303,Bags For Good,Beverley Yehuda,≤100
111376299540998,Grundy Reporter,Local Government Information Services,≤100
102039711269282,Jerry For Mayor,Friends of NewTown Party,≤100
122412579152223,Kalish for State Rep.,Friends for Kalish,≤100
102473817882157,Ellen Hill for 45th Ward Democratic Committeewoman,Friends to Elect Ellen Hill,≤100
153080620724,Donald J. Trump,"DONALD J. TRUMP FOR PRESIDENT, INC.",≤100
1701899883357807,Seed Your Future,Seed Your Future,≤100
142330542455678,Robbinsdale Women's Center,Robbinsdale Women’s Center,≤100
362645517084914,Bill & Melinda Gates Foundation Discovery Center,Bill and Melinda Gates Foundation,≤100
1199719060096360,People Powered Progressives,People-Powered Progressives for Alameda County,≤100
179301645517086,Advanced Energy Economy,Advanced Energy Economy,≤100
939093556283687,Clean Energy Michigan,Clean Energy Michigan,≤100
87199812705,Advocates for Youth,ADVOCATES FOR YOUTH INC,≤100
105208420988124,Elect Shawn Mcmillan - The People's Judge,Shawn Allen Mcmillan,≤100
98036307813,John Lesch,John Lesch for State Representative,≤100
292351509697,Jerusalem Prayer Team,Jerusalem Prayer Team,≤100
477913722749311,Virginia Beach Council of Civic Organizations Inc,Virginia Beach Council of Civic Organizations,≤100
90022052772,Williams,"WILLIAMS COMPANIES, INC., THE",≤100
304049377193669,Jaron for Tuolumne County Supervisor,Committee to Elect Jaron Brandon Supervisor District 5 2020,≤100
309798029121030,Everytown for Gun Safety,Everytown for Gun Safety Action Fund Inc,≤100﻿
104824871043650,Brian Chism for State Representative- 27th District,Brian Chism for State Representative,≤100
137459917707,The Brookings Institution,The Brookings Institution,≤100
109766160548427,O. Machelle Morris for Midland County District Attorney,Orphamachelle Morris,≤100
111364633739739,Edward Kopko,Edward Eugene Kopko,≤100
111378820207723,JD Chaplin for State Senate,JD Chaplin for State Senate,≤100
123763762357958,Sean Trambley for Supervisor 2020,Sean Trambley for Supervisor 2020 (FPPC #1420528),≤100
112942500238297,Trees4Australia,Trees4Australia,≤100
336031197285623,Anita Reynolds Howard for District Attorney of the Macon Judicial Circuit,George Mcgoy Gordon,≤100
1762063214010161,Parks for Downtown Dallas,Collin M Quick,≤100
1109093812491437,Blaze Media,Blaze Media LLC,≤100
102968541134413,Kristen Alamo Rowin,Kristen Rochelle Rowin,≤100
431891506856669,Dove,Unilever,≤100
108387987334314,Joshua Lyman for Delta Township Supervisor,Justina Ann Kennedy,≤100
107477257479850,GA for Mike,Mike Bloomberg 2020 Inc,≤100
9659789127,Derek Minor,These ads ran without a disclaimer,≤100
100950704816839,Brian Seitz for MO State Rep. 156th District,Seitz Conservative Coalition,≤100
2081864865362439,Mike Espy,MIKE ESPY FOR SENATE CAMPAIGN COMMITTEE,≤100
103733440984818,ReNew Mexico,ReNew Mexico,≤100
298920260604,American Heart Association - Nebraska,American Heart Association,≤100
1020951917927616,GRRRL Clothing,Kortney Kay Olson,≤100
931317533671151,Mid Mitten Powered by Invenergy,Mid Mitten Powered by Invenergy,≤100
18479402361,No Kid Hungry,No Kid Hungry,≤100
101999954678749,Jim Norton for Mayor,Jim Norton For Mayor,≤100
33110852384,Doctors Without Borders/ Médecins Sans Frontières (MSF),Doctors Without Borders/Médecins Sans Frontières (MSF),≤100
2223067181054602,David Couch for Supervisor,David Couch for Supervisor 2020,≤100
104745474214057,HRA - OTC Birth Control,Corey Francis Mc Govern,≤100
338780226594711,Frontera Radio,Frontera Radio and Rafael Gutierrez and Sergio Mora,≤100
718529505167596,Church Scandal,X Social Media LLC,≤100
132917424705,Home Instead Senior Care,Home Instead Senior Care Baton Rouge,≤100
106636844170360,No on Kevin de Leon,Monica Garcia for City Council 2020,≤100
467503009987109,"Healthy Forests, Healthy Communities","Healthy Forests, Healthy Communities",≤100
103851564652,Waterkeeper Alliance,WATERKEEPER ALLIANCE INC,≤100
1166778743483973,Catherine Dean for District Judge Campaign Committee,Dean for District Campaign Committee,≤100
736728263054625,Garrett Planning Network,Garrett Planning Network,≤100
195376643841557,Cosmic Solar,Cosmic Solar,≤100
150973207374,UW Department of Environmental and Occupational Health Sciences,University of Washington,≤100
746293275442981,Vice Mayor Denise Menchaca,Denise Menchaca for San Gabriel City Council 2022,≤100
1693434857606381,Cathy Williams MCSD,Committee to Re-Elect Cathy Williams,≤100
466164103423147,Thorn,Thorn with Facebook Ad Credits,≤100
30533709057,Susan G. Komen Los Angeles County,Dimple H Thakkar,≤100
619891858182645,Black Yankee Apparel,These ads ran without a disclaimer,≤100
108935370485725,Angela Byrnes for Coroner,Angela M Byrnes,≤100
194716997218746,Americans for Prosperity - Oklahoma,AMERICANS FOR PROSPERITY,≤100
101210588150219,Boy Scouts Abuse Claims,X Social Media LLC,≤100
103802854492510,Greg DeLuca for Holbrook Select Board,Gregory Deluca,≤100
924536247720756,Henry Nickel for City Council,Henry Nickel for City Council 2020,≤100
110948903774748,McCarthy the Elephant,These ads ran without a disclaimer,≤100
39920145674,"City of Lawrence, Kansas - Municipal Government","City of Lawrence, Kansas",≤100
448910158936675,Abby Zeciroski Artist,These ads ran without a disclaimer,≤100
343618292379217,Planned Parenthood of Metropolitan Washington DC - PPMW,Planned Parenthood of Metropolitan Washington DC,≤100
298305544122542,The Stratford Beacon - Promoting Less Expensive Housing,The Stratford Beacon,≤100
139466462865129,The Silver State Awards,Silver State Awards,≤100
144100551891,Colonial Downs + Rosie's Gaming,"Colonial Downs Group, LLC",≤100
881651618512698,Roger McNamee,Roger McNamee,≤100
99112222876,The Detroit Rescue Mission Ministries,DETROIT RESCUE MISSION MINISTRIES,≤100
167325783398339,Re-elect Cindy R. Svanda,Cindy R Svanda,≤100
45169169993,Planned Parenthood Minnesota Advocate,PLANNED PARENTHOOD OF MINNESOTA POLITICAL ACTION FUND,≤100
119888884771548,Micah Ali,Micah Ali for School Board 2020,≤100
116714056428209,Nisha Sharma,NISHA FOR CONGRESS,≤100
102330281223041,Tradewater,"Tradewater, LLC",≤100
621668134518008,Global March for Elephants and Rhinos,Global March for Eles & Rhinos,≤100
167586229923327,World Food Program USA,World Food Program USA,≤100
1571401929773000,North County  Climate Change Alliance,North County Climate Change Alliance,≤100
159575541165,United Way Bay Area,Robert G Cruz,≤100
272093136193809,Arnold Group Real Estate,These ads ran without a disclaimer,≤100
1400371370253041,Eagan Immigration,Eagan Immigration,≤100
100498434891964,Yraida Aponte-Lipski for Freeholder,Nicholas P Jayme,≤100
138830006134914,Parks for People,BRIANWILLIAM KEENAN-LECHEL,≤100
859142114232628,CARE - Californians for Affordable & Reliable Energy,Californians for Affordable and Reliable Energy,≤100
69058547498,Treehouse,Treehouse,≤100
216052228433696,Arcus Foundation - Social Justice,ARCUS FOUNDATION,≤100
42940254353,Human Rights Watch,"HUMAN RIGHTS WATCH, INC.",≤100
445183325941421,"1-833 Ask-Shel, LLC",These ads ran without a disclaimer,≤100
265091094057597,Americans For Carbon Dividends,Americans for Carbon Dividends Inc,≤100
387887044562107,Michael Folk for West Virginia Governor,Michael Folk for Governor,≤100
102961264539951,Better Eating Tips,Kristy Leila Zephirin,≤100
344690446467832,The Copper Courier,Courier Newsroom,≤100
1025055787535714,A Case for Women,A Case for Women,≤100
106071530966204,Palmdale Proud,Gary Wayne Lawson,≤100
162676813937511,Dan Forest,Committee to Elect Dan Forest,≤100
391379684795783,Law Office of Eduardo Z. Herrera PC,Law Office of Eduardo Z Herrera PC,≤100
1467160303557818,Bringing Technology to You LLC,David G Meeker,≤100
102047971325776,Thomas McNeilly for County Commissioner,Thomas Lee Mcneilly,≤100
198741046833409,Utah Policy,Utah Policy,≤100
107048067323,Green Hammer,These ads ran without a disclaimer,≤100
58709265392,Americans United for Separation of Church and State,These ads ran without a disclaimer,≤100
871744872838904,Wyoming Public Schools,WYOMING PUBLIC SCHOOLS,≤100
971668776283950,PolicyEd,Hoover Institution,≤100
136769859682655,Derek Schmidt,"Schmidt for Attorney General, Inc.",≤100
1182310845130303,Sangamon County Clerk Don Gray,Don J Gray  Jr,≤100
107782110749303,"Gee Singh, Write In Candidate, Glenn County Supervisor District #5",Gee Singh For Glenn County Supervisor District #5,≤100
106640017440240,Bangar Reddy For Congress 2020,BANGAR REDDY FOR CONGRESS,≤100
464730144317682,Blake Sullivan for Mayor of Macon-Bibb,BLAKE SULLIVAN COMMITTEE TO ELECT FOR MAYOR,≤100
276967979123378,Dario Anselmo for Hennepin Commissioner,Dario Anselmo for Commissioner,≤100
103355354485697,Fernando Garcia For Congress,Fernando Garcia,≤100
383677738397139,Association for Accessible Medicines,Association for Accessible Medicines,≤100
634635016977585,No Alcohol Taxes,Alaskans Against Unfair Alcohol Taxes,≤100
181815018520,DC Water,Francesca Justine Thompson,≤100
110304423857607,Patriot Wear,Brandon Kyle Fink,≤100
113989033336945,Jami Cate for State Representative,Friends of Jami Cate,≤100
107481860660975,Fatima Iqbal-Zubair for State Assembly 64,Fatima Iqbal-Zubair for Assembly 2020,≤100
56349854459,Parkinson's Foundation,Parkinson's Foundation,≤100
215968684159,AFT - American Federation of Teachers,American Federation of Teachers,≤100
374575023306616,Vote 4 Jasmyne,Cannick for AD53 County Central Committee 2020,≤100
148449529206569,Sheriff David Clouse,David Michael Clouse,≤100
98156600838,Shepherd's Gate,SHEPHERD'S GATE,≤100
111749023656141,John Paul Moran For US Congress MA-6 - R,John  Paul Moran,≤100
456829731767582,Vote Dale Ball,Dale Randall Ball,≤100
105454634237887,Tom4Congress,TOM LEWELLEN FOR CONGRESS,≤100
108637660597586,victoria_zirkiev,These ads ran without a disclaimer,≤100
46053668697,ACLU of Northern California,ACLU of Northern California,≤100
1667702233477156,Jimmy Panetta for Congress,JIMMY PANETTA FOR CONGRESS,≤100
107647202592570,AARP NH,AARP,≤100
80080296729,The Greater Boston Food Bank,"GREATER BOSTON FOOD BANK, INC., THE",≤100
109529977080964,Miller4Judge,Luke Camara,≤100
116749051688682,"Krav Maga Worldwide - Pompano Beach / Fort Lauderdale, Florida","Krav Maga Worldwide - Pompano Beach/Fort Lauderdale, Florida",≤100
107986649225938,Public Advocates,PUBLIC ADVOCATES INC,≤100
8492293163,Environmental Defense Fund,Environmental Defense Fund,≤100
185696964396,The Nature Conservancy in WA,Nature Conservancy,≤100
346560915390275,Awesomeguy398,These ads ran without a disclaimer,≤100
300103172268,Pacific Battleship Center - Battleship USS Iowa,Jonathan Thompson Williams,≤100
428197401302854,Boatman for Congress,BOATMAN FOR CONGRESS,≤100
21492729544,Catholic Relief Services,CATHOLIC RELIEF SERVICES - UNITED STATES CONFERENCE OF CATHOLIC BISHOPS,≤100
177551525610164,Jaime Herrera Beutler,Rep. Jaime Herrera Beutler,≤100
1406474192722052,David Guy Stevens for Judge,CItizens to Elect David Stevens,≤100
102929747901911,Elect Lucila Flores for Judge of the 383rd District Court,Lucila Lorena Flores,≤100
248775065305797,Black Butte Copper,Sandfire Resources America,≤100
84280132559,American Legislative Exchange Council,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,≤100
111056360386785,Elect Jim Bardwell Pct. 1 Commissioner,James Ray Bardwell,≤100
187291228015799,American Heart Association- CSRA,"American Heart Association, Inc.",≤100
102866844473066,Melissa Arnold for Supervisor of Elections,"Melissa Arnold, Republican, for Supervisor of Elections",≤100
159964696102,Kevin McCarthy,KEVIN MCCARTHY FOR CONGRESS,≤100
110261003863999,Grow Smart LI,The Good Growth Alliance,≤100
146252006016759,The Woman Cards,Zacharia Wahls,≤100
1932661483717991,Theresa Mah,Friends of Theresa Mah,≤100
169277310432049,"Texas Precision Optics, Inc.",Texas Precision Optics Inc,≤100
107036421410,National Safety Council,NATIONAL SAFETY COUNCIL,≤100
101276824722213,Cota for Council,Matthew H Cota,≤100
7192716362,Amnesty International USA,Amnesty International USA,≤100
73277646827,Trees for the Future,Trees for the Future,≤100
103197217821401,Donald J. Trump 2020,Trump Collections,≤100
113710536757414,Arizona Signatures,Arizona Signatures,≤100
111170646920683,Romaker for Wood County Common Pleas JUDGE,David E Romaker,≤100
19754937733,Oklahoma Association of REALTORS®,Oklahoma Association of REALTORS®,≤100
18742323387,"Goodwill Industries International, Inc.",These ads ran without a disclaimer,≤100
329574530889979,Anton Andrew for State Representative,Friends of Anton Andrew,≤100
654438468222089,Youth Activism Project,YOUTH ACTIVISM PROJECT INC,≤100
1063321057085044,IDental Racine,These ads ran without a disclaimer,≤100
111101350350760,Denise Pedrow For Assembly District 44,Ian Michael Stikeleather,≤100
347978955534783,Solcius,Riley Livingston,≤100
16477459734,League of Conservation Voters,"LEAGUE OF CONSERVATION VOTERS, INC",≤100
2159599404129263,Heritage Wind,Heritage Wind Power,≤100
407591169279075,Triumph Foods,These ads ran without a disclaimer,≤100
629913553748886,Kristine Howard for PA State Rep,Committee to Elect Kristine,≤100
428392633866185,Justice For All,JUSTICE FOR ALL,≤100
121072318410610,MagdakineDesigns Swimwear,Magdalena Rose Berger,≤100
107442357357551,James "Jim" Borden for County Commissioner District 3,Jim Borden for County Commission,≤100
201234906704804,Sacramento Latino Democratic Club - LDC,Latino Democratic Club of Sacramento County,≤100
105229281065547,"Committee to elect Tim McCoy, Stoddard County Sheriff",Ginger Nicole Mccoy,≤100
106953560824927,Mike Recker for County Commissioner,Krystin Michelle Brecheisen,≤100
1632411740337320,cuddle + kind,These ads ran without a disclaimer,≤100
654470874584798,Save The Inventor,Innovation Alliance,≤100
286902811381718,BEX Sunglasses,These ads ran without a disclaimer,≤100
74593887556,Miami's Community Newspapers,Miami's Community Newspapers,≤100
294288640646498,Houston BCycle,Houston Bike Share,≤100
165899993443236,Erik Martin Dilan,Dilan for Assembly,≤100
36773133471,Town Hall Seattle,Zachary Taylor Eckstein,≤100
120393112689694,Super Agents Safety Squad,Denize Moraes Rodriques,≤100
48570030993,The Lanier Law Firm,Grace Lamb,≤100
606141772768211,D'mar Electronics,These ads ran without a disclaimer,≤100
197265073603,ABC Greater Baltimore,Associated Builders and Contractors (ABC) - Baltimore,≤100
45436877937,University of California Television (UCTV),UCTV - University of California Television,≤100
2140339289356027,Dr. Pritesh Gandhi for Congress,GANDHI FOR TEXAS,≤100
104514724401859,Kovack for Commissioner,Michael Stephen Kovack,≤100
105124331915,Oregon Wild,OREGON NATURAL RESOURCES COUNCIL FUND,≤100
104165807792881,Progressive Labor Alliance,These ads ran without a disclaimer,≤100
111863250210159,Retire Smart,Sotel Communications,≤100
127675453978638,Unlikely Heroes,Unlikely Heroes Inc.,≤100
1700693320151663,Judge John Breakfield Hall County State Court,John Gage Breakfield,≤100
59163377786,Florida Pharmacy Association,Florida Pharmacy Association,≤100
162695894106234,Co-ops Vote,National Rural Electric Cooperative Association,≤100
104111664492254,Auto Saving Tips,Alexis Travieso,≤100
81517275796,UNICEF USA,UNITED STATES FUND FOR UNICEF,≤100
100640211320183,Derek Barbee for Shelby County Sheriff,Derek Barbee For Sheriff,≤100
179364465563293,Placer County Transportation Planning Agency - PCTPA,Placer County Transportation Planning Agency,≤100
1949467411934223,Livingston County Republican Party,Livingston County Republican Committee,≤100
106334117471036,Anbaric,Anbaric Development Partners,≤100
239743490299,Lee Withers,Committee to Elect Lee Withers,≤100
105179730834690,Monique Smith for State Rep - HD16,Friends of Monique Smith,≤100
196651107076516,The Law Offices of Eric A. Rudolph PC,Eric Anthony Rudolph,≤100
751823818285038,Badgers United,Badgers United,≤100
45393753416,Alliance Defending Freedom,These ads ran without a disclaimer,≤100
1234251319933440,Exclusive Apparel,The Dude's Designs,≤100
616620035421239,Elisa Cardnell for Congress,ELISA CARDNELL FOR CONGRESS,≤100
101073631385202,Jecorey Arthur for Metro Council District 4,Jecorey Arthur,≤100
106294260864581,Clean Energy Transition Project,Clean Energy Transition Project,≤100
685932521559148,Representative Frank Burns,Committee to re-elect Frank Burns,≤100
194386147247266,Nicole Millman Photography,Nicole Janelle Millman,≤100
101110414599939,Robert Kasprzak for 457th District Judge,Kasprzak For Judge,≤100
102483947898713,Kansas Community Coalition,Kansas Community Coalition,≤100
163383737008137,Lessig.org,Lester Lawrence Lessig,≤100
416769629074105,Colorado Climate and Clean Energy Network,These ads ran without a disclaimer,≤100
56332452163,AMA Patients Action Network,American Medical Association,≤100
214090678668994,Council 2,Council 2,≤100
106000150945424,SW Ohio Conservatives,SW Ohio Conservatives,≤100
116805625019400,Union Gospel Mission Motors,Union Gospel Mission,≤100
