Page ID,Page Name,Disclaimer,Amount Spent (USD)﻿
577899466064042,Self_Govern_Sci,Montie Morris Rainey,≤100
501550973536787,Camillian Disaster Service USA,These ads ran without a disclaimer,≤100
106683794149427,Horspiration,These ads ran without a disclaimer,≤100
399039536825759,The Hellenic Initiative,These ads ran without a disclaimer,≤100
103601301205085,Brighter Safer D45,Yes for a Brighter and Safer Future in District 45,234
1524411157786675,2moda,"A.M.D.A. DISTRIBUTORS, INC.",≤100
166501645114,Re-elect Judge Tim Sulak,Tim Sulak Campaign,≤100
102096187807457,Tamika Hamilton,TAMIKA HAMILTON FOR CONGRESS,≤100
1685882151741283,Miguel Santiago For Assembly,Miguel Santiago for Assembly 2020,≤100
1546029515661313,Aspire Women's Center,Aspire Women's Center,≤100
1511412998966651,Altamar with Peter Schechter and Muni Jensen,Altamar LLC,≤100
73528878871,Center for Reproductive Rights,Center for Reproductive Rights,814
102988591071943,Daniel Gade,"GADE FOR VIRGINIA, INC.",≤100
7707979947,Raúl Grijalva,A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL COMMITTEE,≤100
124772792256484,The NAKE’d Podcast,Norma Delia Minjarez,≤100
1184615968318810,Emma Ramirez for San Dimas,Emma for San Dimas City Council,≤100
454742041729064,Melissa Fox for California Assembly,Melissa Fox for State Assembly 2020,≤100
300748678230,Tennessee Department of Economic and Community Development,Tennessee Department of Economic and Community Development,≤100
830402537031966,NWPC St. Louis,NWPC-STL,≤100
103847011086958,Sysco Joel Contreras,These ads ran without a disclaimer,≤100
1057976934325167,Coaching Character,These ads ran without a disclaimer,≤100
152222811464994,One Arizona,One Arizona,≤100
124244214586797,Wisconsin Alliance for Reform,Wisconsin Alliance for Reform,159
122412579152223,Kalish for State Rep.,Friends for Kalish,793
5835757481,Monterey Bay Aquarium,"MONTEREY BAY AQUARIUM FOUNDATION, THE",≤100
1875075379174033,Fed Up Conservatives,These ads ran without a disclaimer,≤100
108180596030668,Elizabeth Dole Foundation,Elizabeth Dole Foundation,136
196382377057315,Learn Our History,Learn Our History,5890
551368791994555,Melodies for Me,These ads ran without a disclaimer,≤100
111249446946395,Vance Snider for U.S. Congress TX-13,VANCE SNIDER FOR CONGRESS,≤100
737151126362683,American Military News,American Military News,147
109445283791251,保加利亞護照,These ads ran without a disclaimer,≤100
109526232935380,Synthisophy,Synthisophy,≤100
130196227157534,American Forum For Israel,These ads ran without a disclaimer,≤100
102182854573524,Great Schools. Great Kids.,Great Schools For Great Kids,≤100
110437930502469,Dan Wilson for Congress,Dan Wilson for Congress,≤100
102670927959529,Chattanooga DSA,These ads ran without a disclaimer,≤100
338590919975561,Strobe Witherspoon,These ads ran without a disclaimer,≤100
387055404685275,Basic Books,"Hachette Book Group, Inc.",≤100
525396584321086,Girls' Voices,GREATERGOOD.ORG,≤100
105988454148032,The Right Facts,The Right Facts,719
348521388580843,Talks On Law,Talks On Law,≤100
111094680269430,CEIBA,These ads ran without a disclaimer,≤100
80865461794,Public Service Company of Oklahoma (PSO),Whitney Shawn Emerick,113
431891506856669,Dove,Unilever,7002
169343536485605,Wide Open Spaces,These ads ran without a disclaimer,≤100
2377931022490256,Michael Lovell - Candidate for Wentzville Alderman Ward 3,Michael Keith Lovell,≤100
97495836462,Esperanza Health Centers,ESPERANZA HEALTH CENTERS,150
100241631505892,Boraila07,These ads ran without a disclaimer,≤100
109866783838178,Friends of Jason Atkinson,Friends of Jason Atkinson,≤100
178024352559210,Great America PAC,GREAT AMERICA PAC,128
16761458703,University of British Columbia,These ads ran without a disclaimer,≤100
109665250456365,The Armed Patriot,Kenneth Micheal Parkerson,105
1553978148244954,Build With Strength,Build With Strength,743
261922745636,Children's Education Alliance of Missouri - CEAM,Children's Education Alliance of Missouri,≤100
102515191278460,Redefining Eminence Blog,These ads ran without a disclaimer,≤100
198010093596757,Transportation for Illinois Coalition,Transportation for Illinois Coalition,179
172552106115265,Patheos Evangelical,Patheos Evangelical,≤100
105044941072224,SovereignTees,These ads ran without a disclaimer,≤100
400854333330702,Citizens for Karina Villa,Colleen Mary Tyioran,≤100
419190961795150,Cool Cart,These ads ran without a disclaimer,≤100
261333864753713,Jack Brooks Foundation,Jack Brooks Foundation,≤100
105267790979358,Support La Canada Schools,"Committee for La Cañada Schools - Yes on LC, FPPC# 1423083.",≤100
1836138529938551,Greater Half,Billy Benson,254
104684067632334,Unite the Country,UNITE THE COUNTRY,≤100
67180895597,National Shrine of St. Jude,The National Shrine of St. Jude,195
248257968527195,ARTs East New York,These ads ran without a disclaimer,≤100
804248369935668,Change CA,Rescue California Educational Foundation,≤100
251542931536626,Children's Wisconsin,"CHILDREN'S HOSPITAL AND HEALTH SYSTEM, INC.",≤100
191585874271041,Qbanguy,These ads ran without a disclaimer,≤100
115588073328949,President Trump Has My Vote,I Love My Freedom,155
93733621984,Boston Public Market,Katja Dagmar Lange,≤100
107075060880126,Karen Dougherty Avon Representative,These ads ran without a disclaimer,≤100
472649409472447,The Bus,Jordan Kevin Duran,≤100
105105017698613,Friends for Judge Marubio,Dontien S Ingram Moore,368
81572032335,Process Sensors Corporation,These ads ran without a disclaimer,≤100
104569494458226,World Road Today,Loring Macall,≤100
108900837223720,Fervenci,These ads ran without a disclaimer,≤100
109020464007361,Brad Telander for Judge,Brooke E Telander,≤100
2445793259037453,Blattman for Arizona,Blattman for Arizona,≤100
104979077638642,Happy Homeowners,Kin Ngai Yeung,≤100
21834534343,Volunteers of America,"VOLUNTEERS OF AMERICA, INC.",1678
114367169942433,Illinois Real ID,These ads ran without a disclaimer,≤100
103236608177,Crisis Aid International,"INTERNATIONAL CRISIS AID, INC.",≤100
137263192988252,College Track,These ads ran without a disclaimer,≤100
304600892905134,Hillsdale College Online Courses,These ads ran without a disclaimer,≤100
103566297839731,Yes on Measure F,"Yes on Measure F for Our Public Safety with Barstow Outlet, LLC ID# Pending",≤100
1905515863109983,Power In Cooperation,These ads ran without a disclaimer,≤100
103731291163629,Mike Case State Commiteeman,Red Massachusetts Grassroots Action,≤100
135215276670024,We Vote America,These ads ran without a disclaimer,≤100
1274580979339358,MyCoalition,Coalition for College,≤100
106599904087298,Community Engagement Committee - Gavin D37,These ads ran without a disclaimer,≤100
103720977697760,Whitney Williams,Whitney for Montana,≤100
101857794617060,Shrimp Spot,These ads ran without a disclaimer,≤100
43179984254,Daily Kos,Daily Kos,≤100
114066205306277,Franciscan Friars of the Atonement,Franciscan Friars of the Atonement,249
656803827845924,Zack Stephenson For MN House,Stephenson for House,≤100
75305414159,National Beer Wholesalers Association,National Beer Wholesalers Association,≤100
25852730092,Care2,Care2 Inc,20508
304624570351,Interac Group,These ads ran without a disclaimer,≤100
111098087162502,Pete is Going to Win in 2024,These ads ran without a disclaimer,≤100
298827966811602,Trump Recession,Maurice Lane Ponsart,≤100
221542085008,Platinum Futures Painting,These ads ran without a disclaimer,≤100
1075724012570584,Mo Iqbal for State Representative,Citizens for Iqbal,≤100
32724694233,Howard Brown Health,Howard Brown Health,596
100590724818427,TikTok Daily,These ads ran without a disclaimer,≤100
502969216761221,Common Sense Civics and Citizenship,Candace Donnelly,≤100
202881546435519,Justin Rodriguez,"Justin Rodriguez for Bexar County Commissioner, Pct. 2",≤100
193477921051,Oregon Family Council,John Jeffrey Lang,≤100
1750699881894920,Yvette Herrell for Congress,YVETTE4CONGRESS,≤100
222778077862868,Crime Survivors for Safety and Justice,Alliance for Safety and Justice,782
2393452334263393,"Andom Ghebreghiorgis for Congress, NY-16",ANDOM FOR CONGRESS,≤100
1375618656016062,Deb Haaland for Congress,DEB HAALAND FOR CONGRESS,≤100
151883078314516,NationSwell,NationSwell,430
30866133883,Alaska Wilderness League,ALASKA WILDERNESS LEAGUE,≤100
110185423805709,Friends of John Pcolinski for Circuit Court Judge,"Friends of John Joseph Pcolinski, Jr. for Circuit Judge",≤100
700941689954518,Defend Our Future,Defend Our Future,≤100
559879564028583,Green Foothills,GREEN FOOTHILLS FOUNDATION DBA COMMITTEE FOR GREEN FOOTHILLS,≤100
1731419227087083,The Observant,These ads ran without a disclaimer,≤100
275425449173217,Ruben Cortez for Texas,The Ruben Cortez for Senate Campaign,≤100
106615267589375,Weekend Healthy Tips,Carl Harmon Jr.,≤100
1485270541772831,Honduflow,These ads ran without a disclaimer,≤100
960002584337213,Shannon Freshour,SHANNON 4 CONGRESS COMMITTEE,610
186150601993240,The Holiday Roundtable,These ads ran without a disclaimer,≤100
7675520975,SOS Children's Villages - USA,"SOS CHILDREN'S VILLAGES-USA, INC.",≤100
100515424776512,News Home Life and Health,Eric Thavanh Jr Souknary,4827
690351921334396,Vernon Township Democrats,Vernon Township Democrats,≤100
198365307706211,Illegal The Project,Illegal The Project,≤100
128595617222254,Arcus Foundation - Great Ape Conservation,ARCUS FOUNDATION,≤100
238711349624826,The Wetherall Company Public Service Advertising,The Wetherall Company LLC,≤100
486356671384997,Hindustanisakhisaheli,Aparna Nayak,≤100
117039803022825,Araceli De La Cruz For Judge,Friends of Araceli Reyes De La Cruz,1914
24761135184,Linfield College,These ads ran without a disclaimer,≤100
630841967406196,StepChange Clothing,Joseph Harry Wagner,≤100
2342382849306407,Agar Art,James F Fitzpatrick,≤100
2313653018928164,Judge Staci Williams for Supreme Court of Texas,Judge Staci Williams for Texas Supreme Court,≤100
364731901029695,Tyler Maxwell for Fresno City Council,Tyler Maxwell for Fresno City Council,≤100
81862836665,Staples Stores,These ads ran without a disclaimer,≤100
107761702578379,American Institute for Cancer Research - AICR,American Institute for Cancer Research,1331
107453024088207,Everyday Discounts,These ads ran without a disclaimer,≤100
556721448161789,Duernberger Diesel Service,These ads ran without a disclaimer,≤100
108106344055747,Unlock American Investment,The U.S. Chamber of Commerce,306
210997149627783,Amy Smith Ucanketo,Antonio Thompson,≤100
107403134087353,The Muck Podcast,These ads ran without a disclaimer,≤100
807413476285845,Prism,Prism,≤100
402120963932260,Counterpoint,Counterpoint,1429
100123094818275,Red Girl Rescue,Justin Philip Flores,≤100
457244081328725,State Representative Tina Bojanowski,Tina Bojanowski for Kentucky House of Representatives District 32,≤100
1156426531205011,Mailboxmascots,These ads ran without a disclaimer,≤100
399067003454888,Sudan Relief Fund,Sudan Relief Fund Inc,441
1167812679918194,Gianno Caldwell,These ads ran without a disclaimer,≤100
26897531965,American Correctional Association,These ads ran without a disclaimer,≤100
633613577049841,The Best 4 You,Gary Wayne Taylor,≤100
221364705166573,NUNYO & COMPANY,NUNYO & COMPANY,≤100
419237048158257,Susan Collins,COLLINS FOR SENATOR,103
179042532903649,Cindy Hyde-Smith,Cindy Hyde Smith for US Senate,≤100
427075507493171,Americafirst,These ads ran without a disclaimer,≤100
168100943305779,"The Tracy Shaw Team, Powered by Keller Williams Capital",Tracy Shaw,≤100
107888314009005,Earrings for Hearing,Earrings For Hearing,≤100
1754159531541610,Central Pasco Democratic Club,Lawrence Phillip Bogo,≤100
104644534312230,CarbonEven,Wallace Rogers Jr,≤100
228309107229653,Miami-Dade Democrats,Miami-Dade County Democratic Executive Committee,≤100
205688430309174,Reason For the Unreasonable,Derrick James Miedaner,≤100
1573085966331988,Lyla June,Lyla June Johnston for People & Planet,≤100
102857287913272,American Backbone Apparel,These ads ran without a disclaimer,≤100
101446051467697,People's Revolution,People's Revolution,≤100
109776967052026,Illinois Solar Power,Illinois Solar Power LLC,894
68771922854,Essence,Shaelyne Antonia Moodie,≤100
1119329491494893,UTV Fails,The Moto Bus,≤100
161397463882647,Savant Capital Management,Savant Capital Management,≤100
207997082561783,Coalition for Humane Immigrant Rights,COALITION FOR HUMANE IMMIGRANT,≤100
113078683485675,Ethical Wizards,These ads ran without a disclaimer,≤100
128190350558587,Hawaii Democratic Women's Caucus,These ads ran without a disclaimer,≤100
889641151083213,Rootskeeper,Rootskeeper,≤100
110257623864359,Cool Mud Flaps,"OHIO LASER, LLC",≤100
2304873916271092,Her Circle News,Christine  Merser,≤100
214069568680560,Leslie Lindley Standerfer,Leslie Allison Standerfer,≤100
113341064736,American Conservative Union,American Conservative Union,≤100
58008726389,NC Child: the Voice for North Carolina's Children,NC CHILD,≤100
105281310938561,Evelyn For New York,Evelyn For NY,≤100
105346387703033,Presidential Porcelain,Presidential Porcelain,≤100
108107650633278,Jim Zito for San Jose City Council,Jim Zito for San Jose City Council District 8 - 2020,≤100
178891578859697,Music Media Ministry,These ads ran without a disclaimer,≤100
1669057780074364,Make America Sane Again 2018-Close the Circus 2020,Michael Warren Anderson,≤100
191975737491988,Jennifer Wexton,WEXTON FOR CONGRESS,≤100
319918538669867,Kitafund,These ads ran without a disclaimer,≤100
347991529082070,Mr. S | Music Education,These ads ran without a disclaimer,≤100
248644335233,Will County Center for Economic Development,These ads ran without a disclaimer,≤100
778592872253670,U.S. Sugar,United States Sugar Corporation,≤100
111081706926063,Jason Fields for Milwaukee Comptroller,Jason Fields for Milwaukee,≤100
830890360316751,Nick Hanauer,Civic Action,208
111416840335590,cubangreat,These ads ran without a disclaimer,≤100
504160009930759,Matthew Januszek,These ads ran without a disclaimer,≤100
104038122501,Mary's Place,MARY'S PLACE SEATTLE,≤100
102998971167090,Citizen Action Summit,Karl Austin Frisch,≤100
102699614430498,Eric Rothmuller,ERIC ROTHMULLER FOR KENTUCKY,≤100
40043524983,Constitutional Accountability Center (CAC),Constitutional Accountability Center,≤100
164085404030285,The Last Train to Berlin,These ads ran without a disclaimer,≤100
106392084148244,Sarah Miller,Michael Todd Powell,374
1658135304460341,MANG,MANG,≤100
369814456396341,GlobeIn,These ads ran without a disclaimer,≤100
199826043375900,Larry Hogan,Change Maryland Action Fund,≤100
342006339184405,National Children's Alliance,These ads ran without a disclaimer,≤100
420785874975425,Conservative Institute,The Conservative Institute,2388
212383329324759,Dan Lipinski for Congress,DAN LIPINSKI FOR CONGRESS,8308
167586229923327,World Food Program USA,These ads ran without a disclaimer,≤100
100224848190450,Pro LifE Survivors,These ads ran without a disclaimer,≤100
101208514791301,Daniel Turner,Power The Future Inc,≤100
103139557896877,The EMF Dilemma : A Problem the Law Hasn't Caught Up To,These ads ran without a disclaimer,≤100
101145864761466,Mainstreet Middle America,Steven M Rawlings,≤100
104364614404299,24/7 Class Action Claims,DAVID LA' MARR JOHNSON,≤100
106500477425652,Amazing Pets,These ads ran without a disclaimer,≤100
101798884573097,Alliance to Combat Extremism,Alliance to Combat Extremism Fund Inc,≤100
12784656483,Union Rescue Mission,Union Rescue Mission,150
1118677698164230,Meli Wraps,Jaime Ella Harmon,≤100
103008744441565,MTC,These ads ran without a disclaimer,≤100
1719463118318375,Bees In The D,BEES IN THE D,≤100
100570181379786,Neighbors for a Better Long Beach,Neighbors for a Better Long Beach,≤100
110805487014217,Strong Schools for Alameda,"Strong Schools for Alameda 2020 - Yes on A, FPPC# 1422449",≤100
83810906491,Willis Allen Real Estate,These ads ran without a disclaimer,≤100
103820407824237,Hok,These ads ran without a disclaimer,≤100
189789411070083,Jewish Labor Committee,Lawrence Kenneth Lebowitz,≤100
39958599070,Prevent Child Abuse North Carolina,Prevent Child Abuse North Carolina,≤100
439000049879533,Elucd,These ads ran without a disclaimer,1244
294786251238157,Chris Eagle 4 Congress,CHRIS EAGLE 4 CONGRESS,≤100
399997860992,Educators for Excellence,Educators for Excellence,≤100
104178840929110,News updates,These ads ran without a disclaimer,≤100
169277310432049,"Texas Precision Optics, Inc.",Texas Precision Optics Inc,588
109020967187696,Jerry Evans for Congress,EVANS FOR CONGRESS,797
239452426714,American Action Network,American Action Network,25438
104654951096964,Environmental Watch,8 Billion Trees LLC,158
111125350248119,Broad For Congress,BROAD FOR CONGRESS,≤100
97838991039,Greater Sacramento Urban League Young Professionals,Jetaun Shernice Stevens,≤100
533661703423256,The Darren Holland Project,Darren Joseph Holland,≤100
42835557124,Camp Ten Trees,These ads ran without a disclaimer,≤100
363379114521970,Mental Health for US,CURA Strategies,≤100
113108203534043,Revelations,Stuart Lee Williams,≤100
115038490038531,Stand By Ohio,Standing By Ohio,≤100
9316648525,The Chicago School of Professional Psychology,TCS Education System,329
224538874912,Oliver Gospel,Lance R Cooper,≤100
1764680377156652,Trumpy Bear,EXCEPTIONAL PRODUCTS INC,137
8111949161,ProgressNow Colorado,ProgressNow Colorado,≤100
986934811319809,Faithflows,Faithflows,≤100
150451082120925,The other 54%,Gregory M Berube,≤100
236312179825896,Republican Main Street Partnership,REPUBLICAN MAIN STREET PARTNERSHIP INC,151
162616177521935,ACM Strategies,ACM Strategies,≤100
424443217623488,Clarion Project,Clarion Project,≤100
182658925089088,FINCA,"FINCA INTERNATIONAL, INC.",280
103065464500069,MyVote,These ads ran without a disclaimer,≤100
101879425905,Center for Prevention of Abuse,"CENTER FOR PREVENTION OF ABUSE, THE",213
1928070720628350,Brian Rusch,Brian Christopher Rusch,≤100
249215512733,Amer Zahr,Amer George Zahr,≤100
101619787911541,The Daily Trumplican,The Daily Trumplican LLC,≤100
100803741440860,Cool Yang Merch,GETYOUNGANDNOBLEGERBILBUCKS (GETYANGBUCKS),≤100
284357831978321,Clint Imboden Assemblage,These ads ran without a disclaimer,≤100
103618207838156,Protect Portola Valley Schools,"Protect Portola Valley Schools – YES on P, FPPC# 1422899",≤100
107027864117447,Black Family,These ads ran without a disclaimer,≤100
11360325957,UCLA,University of California Los Angeles,184
108075234066163,Left Leading Co.,Duncan Stewart Murray,≤100
15503839732,Peter G. Peterson Foundation,Peter G. Peterson Foundation,554
151894654697,Save Our States,"OKLAHOMA COUNCIL OF PUBLIC AFFAIRS, INC.",≤100
1562225780566361,John F. Di Leo,These ads ran without a disclaimer,≤100
1323217634414404,Cinemoi Network,These ads ran without a disclaimer,≤100
219659938049916,The Tea Party,These ads ran without a disclaimer,≤100
105728274236590,Patriot Heritage,These ads ran without a disclaimer,≤100
104574504250457,Relentless Pursuit,These ads ran without a disclaimer,≤100
186312424747886,Arkansas Economic Development Commission,Arkansas Economic Development Commission,≤100
212025079529295,New Americans Campaign,New Americans Campaign,2023
445363556233439,UnHide,These ads ran without a disclaimer,≤100
120559304621142,Wyoming Outdoor Council,These ads ran without a disclaimer,≤100
654357218370560,Advantage tee shirts,Advantage-Tee-Shirts.store,≤100
137459917707,The Brookings Institution,The Brookings Institution,396
302504710102202,USUnited,Jeannette L Hoyt,≤100
621044655067381,Buy for the Planet,Matthew R Reaves,≤100
706915236389897,Alphaomaga,Timothy Andrew Kenefic,≤100
330201017032791,National Liberty Federation,National Liberty Federation INC,≤100
100305761464040,Wishy,These ads ran without a disclaimer,≤100
617283798751494,Puentes for City Council 2020,"Puentes for City Council 2020, FPPC ID #1418757",≤100
32975139631,If Americans Knew,If Americans Knew,361
538263413005405,State Representative Avery Bourne,Friends for Avery Bourne,752
38471053686,Elizabeth Warren,"WARREN FOR PRESIDENT, INC.",118748
102525688011684,Alexis-Chris 2020,These ads ran without a disclaimer,≤100
141011352638529,Arndt Photo & Cinema,These ads ran without a disclaimer,≤100
274290832609763,Protect Our Defenders,Protect Our Defenders Foundation,≤100
48049744053,Food Bank of Central & Eastern North Carolina,"FOOD BANK OF CENTRAL & EASTERN NORTH CAROLINA, INC.",≤100
1608349852795558,Capsul Jewelry,These ads ran without a disclaimer,≤100
183659505014434,Haiti Outreach,These ads ran without a disclaimer,≤100
109439817056024,Elect Logan Endow,Friends of Logan Endow,≤100
38895197117,EdChoice,"EDCHOICE, INC.",≤100
480558568774064,Dienekes' Place,These ads ran without a disclaimer,≤100
106780677544893,Good Karma Mart,Good Karma Mart LLC,≤100
2023114331282570,Florida Daily,Florida Daily,≤100
2373791316214279,Beth For Congress,BETH FOR CONGRESS,≤100
305380096638473,Charles Booker,BOOKER FOR KENTUCKY,≤100
142957224352,International Medical Corps,International Medical Corps,131
1955471264486935,The Colorado Sun,The Colorado Sun,105
114613746660012,Bargain Hunter Company,The Bargain Hunter Company,≤100
1323180134504037,TrumpGear2020,James Robert Long,≤100
352259321584103,Silver Bullet Productions,These ads ran without a disclaimer,≤100
302381439878109,State Senator Charles Schneider,Schneider for State Senate,≤100
612484949138774,Bradley Center for Natural and Artificial Intelligence,Robert Leonard Ii Crowther,≤100
106048590855603,2020 Patriot Store,Laura Lynn Lewis,≤100
338855069522459,Im Tirtzu,Im Tirtzu,≤100
103814550973202,SameRain Games,These ads ran without a disclaimer,≤100
1914561178824972,Trumped,Christopher  Cooper,≤100
60865633726,Love Justice International,TINY HANDS INTERNATIONAL,273
376638603087168,Save The Earth,8 Billion Trees LLC,797
372439495935,Mel Trotter Ministries,MEL TROTTER MINISTRIES,≤100
2040270322863853,Tina Smith,TINA SMITH FOR MINNESOTA,706
8815573924,Utah Food Bank,UTAH FOOD BANK,≤100
216221258397228,Wasted Heroes,These ads ran without a disclaimer,≤100
662005657324769,Inclusive Workers of the World - Humanist Edition,Andrew Williams Olmsted,≤100
114019869974920,John Harabedian,John Harabedian for Supervisor,≤100
1305943179552668,Forrest Johnson,Forrest Nels Johnson,≤100
685939961538903,Grabr,These ads ran without a disclaimer,≤100
1903608666356974,AVI Automotive Video,These ads ran without a disclaimer,≤100
464661937077937,Carbondale Reporter,Local Government Information Services,175
96710501132,Eurasia Group,"EURASIA GROUP, LTD.",≤100
439134846268507,Miss Behaving,Rebecca Rae Kesler,≤100
120372738138649,LG&E and KU,LG&E and KU,≤100
112770550197837,American Patriots,Trung Vu,103
297540970376298,AKUA,These ads ran without a disclaimer,≤100
219224241438635,Compassion & Choices,COMPASSION & CHOICES,465
113262365362673,Hess Corporation,These ads ran without a disclaimer,≤100
151161374920629,WaterBrick,These ads ran without a disclaimer,≤100
146500315396668,Wonder Lake Fire Protection District,These ads ran without a disclaimer,≤100
103233167732898,Judge Drew Erwin,Citizens To Elect Judge Drew Erwin,1468
116539694161,OneUnited Bank,ONEUNITED BANK,≤100
110682710328209,Safer Communities,Christoph Blaylock,≤100
111417456906008,Re-Elect Commissioner Meyers,Andy Meyers Campaign,≤100
232943860486838,Rockford Sun,Local Government Information Services,123
101032238061535,Liban en Révolution,These ads ran without a disclaimer,≤100
183535210063,Dian Fossey Gorilla Fund International,Blake David Arata,≤100
103589316364355,LTI - Life Training Institute,Adrian Jobe Rink,≤100
289359554914740,We Have A Stake,The ANCOR Foundation,≤100
256962657714094,Denise Hall Currituck Co. Register of Deeds,Denise Asaro Hall,≤100
530266687140196,Kimberly Walker,Kimberly H. Walker,≤100
132406997198508,FlashPolitics,These ads ran without a disclaimer,≤100
196236030386931,Taxpayers United of America,These ads ran without a disclaimer,≤100
137211530279519,Crystal Lett for Ohio Senate,Lett for Ohio,≤100
109295377337702,Trumplican Store,Minerva LLC,≤100
104351997767555,Jeffrey Craney - Grain Valley Mayoral Candidate 2020,Jeffrey Allen Allen Craney,≤100
112163616982800,Balloon Brigade,These ads ran without a disclaimer,≤100
