Page ID,Page Name,Disclaimer,Amount Spent (USD)﻿
965451360264888,Brian Burley for Congress,BRIAN BURLEY FOR CONGRESS,≤100
122474432483075,Kelly McCloskey,These ads ran without a disclaimer,≤100
160121147343076,Enviva,These ads ran without a disclaimer,≤100
105797714195694,"Jennifer Ramos for Texas State Representative, District 119",Philip Ryan Garza,≤100
108976463888670,Michael Childres For Lamar County Constable Precinct 2,Michael Wayne Childres,≤100
1450656491876230,Anthony Nieves for Florida House 43,Anthony Nieves,≤100
2240258106195469,Kennon Wooten for Judge,Kennon Wooten for Judge,2902
109193420570093,Mark McBrayer for District Judge Campaign,Mark Whitney Mcbrayer,≤100
110374789005998,Harvest Hope Food Bank,HARVEST HOPE FOOD BANK,≤100
543457215694582,Jackson County SART,These ads ran without a disclaimer,≤100
107920814027387,Jimmy Harless for Sheriff,James Jeffery Harless,150
223029934889485,Leftbook,These ads ran without a disclaimer,≤100
115504489848199,Arkansas Competes,Arkansas Competes,≤100
104780271061544,Joshua B. Treadway for Precinct 21 Chair,Joshua Barton Treadway,166
109082957328388,Interview Comal County Commissioner Candidate,Judith Sisk Millspaugh,520
19889237539,ISRAEL21c,ISRAEL21C,≤100
106303597451657,Angel Garcia for Judge,Friends of Angel Garcia,≤100
433445370046333,Unidos US Action Fund,UnidosUS Action Fund,21366
100923157925044,Armored Self Defense,Kailee Charry Billerbeck,≤100
2267934243444139,Justin Stapley,Justin Stapley,≤100
199325267252257,Senator Wiley Nickel,Wiley Nickel for North Carolina,≤100
389689864973786,Joe Kaufman Security Initiative,Joe Kaufman Security Initiative,≤100
44441577741,Lincoln Park Zoo,"LINCOLN PARK ZOOLOGICAL SOCIETY, THE",≤100
74508663439,Ameinu,These ads ran without a disclaimer,≤100
114066205306277,Franciscan Friars of the Atonement,Franciscan Friars of the Atonement,370
176036105183,Los Angeles County Democratic Party,Los Angeles County Democratic Party – State Candidate Committee,≤100
116327696157,Dan Cronin,Citizens for Dan Cronin,≤100
195620754724,Helping Hand USA,HELPING HAND FOR RELIEF AND DEVELOPMENT INC.,2000
33423897076,Arkansas Advocates for Children and Families,ARKANSAS ADVOCATES FOR CHILDREN AND FAMILIES,≤100
161453087348302,The Committee to Defend the President,THE COMMITTEE TO DEFEND THE PRESIDENT,2109
28394917492,Second Harvest Food Bank of Central Florida,"SECOND HARVEST FOOD BANK OF CENTRAL FLORIDA, INC.",≤100
132296947861,Intuit Accountants,These ads ran without a disclaimer,≤100
252784701490645,Temple Chamber of Commerce,These ads ran without a disclaimer,≤100
562619677563136,Banal Hemorrhage,These ads ran without a disclaimer,≤100
265813310850128,City of Liberty Hill,These ads ran without a disclaimer,≤100
1938546979545376,Chris Wall for Congress TX31,CHRIS WALL FOR CONGRESS,130
476962412476357,Jennie Lou Leeder for Texas,Jennie Lou Leeder for United States Congress,380
399060493533519,The Justice Foundation,JUSTICE FOUNDATION,≤100
100418314847077,U.S. VET SHOP,These ads ran without a disclaimer,≤100
1258941144219906,NW Imperial Hardwoods,These ads ran without a disclaimer,≤100
106150930969712,Noé Oliva,These ads ran without a disclaimer,≤100
628773943837250,Task & Purpose,Task and Purpose,258
115371986580371,EllipsisWit,EllipsisWit,≤100
294288640646498,Houston BCycle,Houston Bike Share,683
178835922297833,American Clinical Laboratory Association,American Clinical Laboratory Association,≤100
80696790240,Global Ministries (Disciples of Christ and United Church of Christ),These ads ran without a disclaimer,≤100
1599443560331937,Gear Discovery,Christopher Patrick Smith,≤100
357665475102612,City Councilor Brook Bassan,Brook for District 4,≤100
105760093238417,Jobs Opportunity and Freedom,JOFPAC,1100
102540964451489,My4eva Straws,These ads ran without a disclaimer,≤100
109433397193586,Elianor Vessali for Congress,ELIANOR VESSALI FOR CONGRESS,10402
1597588753887065,rePurpose Global,Nithya Srilakshmi Adusumilli,≤100
313656512671092,Great American Gold Company,These ads ran without a disclaimer,≤100
111387737042755,Jimmy Stewart for Recorder,Jimmy Stewart for Recorder,≤100
215773718762127,Constable Dale Clark,Dale Clark for Constable Campaign,2616
143152622368089,San Diego Zoo Safari Park,ZOOLOGICAL SOCIETY OF SAN DIEGO,1022
30708742052,FCTRY,FCTRY,1105
298761954393279,Judge Kevin Patrick Yeary,Judge Kevin Patrick Yeary Campaign,≤100
50711561090,Muslim Advocates,These ads ran without a disclaimer,≤100
118159016241893,Frank 4 Justice,Frank Hunold Campaign,2252
108478014052676,Center Action Now,Center Action Now,42382
103733440984818,ReNew Mexico,ReNew Mexico,243
566318403750604,Ecoegg,These ads ran without a disclaimer,≤100
325771844133731,Mike Gipson,Gipson for Assembly 2020,172
107740784013458,cityflasks,These ads ran without a disclaimer,≤100
179589455411912,Blackstone Films,Blackstone Films,≤100
517876188389568,Honorable Tamara James,Tamara James Campaign,≤100
100311308187509,Action Takers,Story Network Foundation,≤100
2341187526109899,Cindy Siegel for Congress,CINDY SIEGEL FOR CONGRESS,8822
152068014853146,Fondation Braillard Architectes,These ads ran without a disclaimer,≤100
246193508902973,cut50,Dream Corps,≤100
103677454418641,Jason Foglesong for Congress,JASON FOGLESONG FOR CONGRESS,146
112911505449790,Josh Nelson,These ads ran without a disclaimer,≤100
13649914583,Equality Now,"EQUALITY NOW, INC.",125
104262750932326,Gina Parker,Gina Parker Campaign,6184
243568465764087,CaliforniaABC,These ads ran without a disclaimer,≤100
186221328059961,Dr. John Tantillo,John Jr Tantillo,≤100
360524400804160,Sam Fein for Assembly,Friends of Sam Fein,≤100
101938519186,Zoe Boekbinder,Zoe Boekbinder LLC,≤100
469572826465625,Abogado Manuel Diaz,These ads ran without a disclaimer,≤100
390331807842839,Green Earth Conservation Lawns,Green Earth Conservation Lawns,1150
47564598184,A Greener World,These ads ran without a disclaimer,≤100
190427200986651,The Sorority Life,These ads ran without a disclaimer,≤100
1424451997829970,Lois Kolkhorst,Lois W. Kolkhorst Campaign,491
115268821893794,Environmental Action,"Environmental Action, Inc.",≤100
2313653018928164,Judge Staci Williams for Supreme Court of Texas,Judge Staci Williams for Texas Supreme Court,502
202071006601223,The Good Party,THE GOOD PARTY,≤100
223315101050132,Waters Kraus & Paul,Waters Kraus & Paul,130
57401739949,Better Angels,INSTITUTE FOR AMERICAN VALUES INC,112
116380409767448,Shop Trump 2020,"Wireless Media, Inc.",≤100
107576954053963,Romancisy,These ads ran without a disclaimer,≤100
1719111485065480,Jeremy Staxx Bowers,These ads ran without a disclaimer,≤100
115617711783870,Center for Union Facts,CENTER FOR UNION FACTS,≤100
1402827079932843,Low Income Relief,The Lighthouse Information Network LLC,291
100257878014482,Silvera Health,These ads ran without a disclaimer,492
114351736671822,Anees,Anees Albert Mokhiber,≤100
117468878295521,American-Arab Anti-Discrimination Committee (ADC),These ads ran without a disclaimer,≤100
353030440227,Oakland Zoo,CONSERVATION SOCIETY OF CALIFORNIA,≤100
440017276578819,Rockwood Motor Court,These ads ran without a disclaimer,≤100
161257321171212,Tri-Cities T-Shirts,These ads ran without a disclaimer,≤100
1510835819221919,Ryan Chamberland - Republican State Committeeman,Red Massachusetts Grassroots Action,≤100
164829338692,Dr. Charles Schwertner,Texans for Charles Schwertner,1000
807585119312377,Tennesseans for Student Success,Tennesseans for Student Success,≤100
2273393199637785,Common Sense Party,Independent Alliance for California,≤100
105561217523274,The_Dispatch,"Dispatch Media, Inc.",337
289213691238937,Thrasher Coffee,Thrasher Coffee Co.,710
551028681599341,Tien Entertainment Voices Heard,These ads ran without a disclaimer,≤100
294786251238157,Chris Eagle 4 Congress,CHRIS EAGLE 4 CONGRESS,≤100
1925751504337881,MJ for Texas,MJ FOR TEXAS,28597
103638717859817,Mohamed Lamine Kaba,These ads ran without a disclaimer,≤100
43179984254,Daily Kos,Daily Kos,≤100
172554736609978,H.V.M.N.,These ads ran without a disclaimer,≤100
193083094054755,Oxygen,These ads ran without a disclaimer,≤100
1890969497671922,modeDurable,ModeDurable,≤100
108754680547288,Jessi for US Congress,Jessica Nicolen Melton,≤100
1426633334258286,Mary's House Pregnancy Care Center,MARYS HOUSE OF LOUISIANA INC,≤100
115364585711,Lawyers' Committee for Civil Rights Under Law,LAWYERS' COMMITTEE FOR CIVIL RIGHTS UNDER LAW,≤100
155690047804722,Jeanne Morales Attorney,Jeanne Marie Morales,136
391872261636792,2020unity,"ForFact LLC, DBA 2020unity",355
109805303795705,Cristina for Arlington School Board,Michael Dion Hemminger,≤100
1561601487210055,Marla Sousa Livengood for Congress,Marla Livengood for Congress,≤100
113662872001148,President Trump Fans,President Trump Fan Page,≤100
208371683037269,CNBC Catalyst,These ads ran without a disclaimer,≤100
75305414159,National Beer Wholesalers Association,National Beer Wholesalers Association,≤100
527157874088329,Sylvester Turner,SYLVESTER TURNER FOR MAYOR CAMPAIGN,7990
350316025478383,When We All Vote,When We All Vote,967
698400060189827,Dan Sullivan,Alaskans for Sullivan,199
534488750036661,"Ohio Value Voters, Inc.","Ohio Value Voters, Inc.",≤100
269719197271294,Accountable.US,Accountable.US,1255
103513921182926,Valentine Brand,These ads ran without a disclaimer,≤100
108101985880136,Kerry Gibson,Friends of Kerry W. Gibson,≤100
103198181081664,Titan Ads,These ads ran without a disclaimer,≤100
1030021013726452,Muscato For Congress,MUSCATO FOR CONGRESS,≤100
427173501049877,K.T. Manis,People for KT Manis,≤100
474062436008137,Michael McCaul for Texas,"McCaul for Congress, Inc.",26582
937605576446101,To Right The Wrong,Richard B Barber,≤100
108009557250301,Vote4WillieNg,Willie 4 Sheriff,225
103199527772596,"Aspull,New Springs, Whelley, Independent Political Site",These ads ran without a disclaimer,≤100
102010057975155,Jonathan Barnes for Catawba County NC Register of Deeds,Committee to Elect Jonathan Barnes,≤100
100357931386029,Chrysta Castañeda for Texas Railroad Commissioner,Chrysta for Texas,3863
412070218921179,Richard Rozier for Ellis County Commissioner Pct. 3,Richard Rozier,155
110707597007287,Mike Larsen for Congress,Friends of Mike Larsen,303
216225435689275,The Trouble,These ads ran without a disclaimer,≤100
30540098788,National Psoriasis Foundation,National Psoriasis Foundation,≤100
112844610186533,Mail My Voice,United Effects LLC,≤100
108166330627434,Ernie Zepeda for Kaufman County Constable Pct. 2,Ernie Zepeda for Kaufman County Constable Pct 2,≤100
422926228038526,Bijaya Khadka,Bijaya Khadka,≤100
102710747896473,Teresa Hudson for Judge,Teresa Deon Hudson,≤100
237367506369,Texas Children's Hospital,Texas Children's Hospital,4299
981554021911640,Christopher Burley,Christopher Burley,≤100
102415014669927,NirvanaBag,These ads ran without a disclaimer,≤100
408252582872693,Daniella Levine Cava,"Daniella Levine Cava, Non-Partisan, for Miami-Dade County Mayor",≤100
109602817255921,Keep America Great Visor,Nicholas A Grossi,≤100
51405613519,Focus on the Family,Focus on the Family,1179
353343478075550,The Prison Show,David Wayne Collingsworth,≤100
189925804395599,USAHello,These ads ran without a disclaimer,≤100
121172117999647,Dustin Collins,Dustin Samuel Collins,≤100
1533404100317939,Margaret Moore for District Attorney,Margaret Moore Campaign,8675
19036504767,Center for Victims of Torture,"CENTER FOR VICTIMS OF TORTURE, THE",300
518194348194441,RepresentUs,RepresentUs,2187
34302826978,Chris Turner,Chris Turner Campaign,≤100
304584556717301,Hope Story,These ads ran without a disclaimer,≤100
1858407480931273,Urban-Egg,These ads ran without a disclaimer,≤100
438538973361103,Daniel Carlino for Public Service Commission,"Carlino for Public Service Commission, PO Box 7534 Missoula, MT 59807 - Democrat",≤100
752181628270927,Kristen Vartian for Stonebridge Ranch Board of Directors,These ads ran without a disclaimer,≤100
358768167470342,Vote Sandra Taylor-Sawyer for Mayor,Sandra Taylor-Sawyer,≤100
114140246629561,Frank Hall For Ohio,Hall For Ohio,≤100
106808297478818,Aric L. Gilliland Yukon City Council - Ward 4,Aric Lance Gilliland,≤100
202600839762879,I Am Pro-Life,Focus on the Family,≤100
613837555309396,Well Water Solutions and Rentals Inc.,These ads ran without a disclaimer,≤100
113291640110781,Data Memoirs,These ads ran without a disclaimer,≤100
100809994773420,Trump 2020 Swag,Trump Swag USA,1114
102967727881145,Antitrumpclothing.com,Anti Trump Clothing,≤100
193618220508,LIFE Today,LIFE Outreach International,12076
398593380763881,Creating Whiteness: Anti-blackness and White Pathology,These ads ran without a disclaimer,≤100
102164967005,Inner Gypsy,Inner Gypsy,≤100
640029172673858,Miami Al Día,German Gilberto Carias Bermudez,≤100
332383583444930,"Retirement Planning Store, Inc.",Daniel K. Hopwood,≤100
142932506806,Texas Alliance for Life,These ads ran without a disclaimer,≤100
127208663985829,SEE Science Center,These ads ran without a disclaimer,≤100
18226927030,Live Nation Concerts,These ads ran without a disclaimer,≤100
104325661115775,Libertarian Bobby,These ads ran without a disclaimer,≤100
103181241236510,FPÖ Feistritztal,These ads ran without a disclaimer,≤100
2363628620593581,Susan Criss for Senate District 11,Susan Criss For Senate District 11 Campaign,≤100
104875594272418,USA Freedom First,Norman Wendell Crenshaw,≤100
347063211984370,Fed of American Hospitals,"Federation of American Hospitals, Inc.",≤100
1600722316666912,BESE,BESE,≤100
271045939918645,Doug Knight for District 4 School Board,Paul Douglas Knight,≤100
105637180924700,Joe Abeyta for State Representative,Joseph Antonio Abeyta,≤100
1047510532114105,Addison Perry-Franks  - Democrat For Texas HD83,Addison for Texas,105
1960413447574400,Psicoterapeuta Antonio Solís,These ads ran without a disclaimer,≤100
807754219250501,Laburistička Stranka BiH,These ads ran without a disclaimer,≤100
433919203362871,Bird + Stone,These ads ran without a disclaimer,≤100
1047578015353370,Dan Stricklin for Frisco,Thomas Daniel Stricklin,480
106785954128303,Take America Back Again,Take America Back Again,≤100
441415452943702,Empowered Spaces,These ads ran without a disclaimer,≤100
322697311079870,David Criner,David Criner for Sheriff,1545
804663899687742,Northwest Side Neighbors News,These ads ran without a disclaimer,≤100
25852730092,Care2,Care2 Inc,38377
106146224061869,Magasota,MAGASOTA,≤100
209363675930241,Elite Post Cards from the Bubble,These ads ran without a disclaimer,≤100
105852374157609,Ellis County Republican Conservative Candidates,Michael Anthony De Lara,278
437054476325946,Evan Power,Evan Power for National Committeeman,≤100
914299901998647,Movimiento Cosecha,Movimiento Cosecha,≤100
139750829487836,Иисус без границ,JESUS UNLTD,≤100
38897314734,The Trust for Public Land,"TRUST FOR PUBLIC LAND, THE",494
162484593815230,DefeatDD,These ads ran without a disclaimer,≤100
428293074682466,MATFA- Make America Trump Free Again,"Matfa, LLC",≤100
418365728999079,Tom Siedenbuehl for Congress,Tom Siedenbuehl for Congress,≤100
112808616744314,Sympathy for the Donald,Craig Venezia,≤100
823946404613948,The President Trump Fan Club,I Love My Freedom,≤100
100550451529027,"American or Democrat, Choose",These ads ran without a disclaimer,≤100
1609236986019125,San Diego City Attorney Mara Elliott,San Diego County Democratic Party,≤100
21999960184,Operation Blessing,Operation Blessing,≤100
134998246548882,Specialisterne Foundation,These ads ran without a disclaimer,≤100
621819117994495,24/7 Injury Attorney Network,Toro Media LLC,1048
444517752759233,Airygal Trend,These ads ran without a disclaimer,≤100
1018947908158246,SML Services,These ads ran without a disclaimer,≤100
693699084391396,Renew America Together,Renew America Together,≤100
304750332920654,Carl DeMaio,CARL DEMAIO FOR CONGRESS,1107
340655010136589,Bronwyn Haltom for State Representative,Friends of Bronwyn Haltom,≤100
22877548156,Earth Day Network,These ads ran without a disclaimer,≤100
251512801547984,Ken King,Ken King for State Representative,1820
214069568680560,Leslie Lindley Standerfer,Leslie Allison Standerfer,≤100
1715262342039208,Texas Gulf Coast Area Labor Federation,"TEXAS GULF COAST AREA LABOR FEDERATION, AFL-CIO",7053
108777231824,Manhattan Institute for Policy Research,MANHATTAN INSTITUTE FOR POLICY RESEARCH INC,442
144429905313,AFSCME Council 31,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,≤100
123651254408327,Sokolove Law,These ads ran without a disclaimer,≤100
113334930102591,Glystn,These ads ran without a disclaimer,≤100
6502038524,First Book,FIRST BOOK,1292
152471791502063,Blue Cross Blue Shield of North Dakota,These ads ran without a disclaimer,≤100
31467516815,UCLA Fielding School of Public Health,These ads ran without a disclaimer,≤100
346937065399354,Occupy Democrats,NABILAH FOR GEORGIA,≤100
113042546706999,Wendell Champion,CHAMPION FOR CONGRESS,3085
429812024048177,Doug Jones for Senate,DOUG JONES FOR SENATE COMMITTEE,2734
2336022790003836,Patients + Providers United,Patients and Providers United,378
102052391205929,James Kurth for Victoria County Commissioner Precinct 3,James W Kurth Jr Campaign for County Commissioner Precinct 3,1363
117011069681325,Close Quarters Brazilian Jiu Jitsu,These ads ran without a disclaimer,≤100
1658135304460341,MANG,MANG,186
198365307706211,Illegal The Project,These ads ran without a disclaimer,≤100
577471812628425,Honest Rags,Tiffany Renee Rivera,≤100
526296824188307,Women's Global Empowerment Fund,These ads ran without a disclaimer,≤100
221834965136991,Steve Roberts for State Senate,Roberts for St. Louis,≤100
636440989754325,Netamaker,Careventuresindia Inc,≤100
207697880579,Marianne Williamson,These ads ran without a disclaimer,≤100
81572032335,Process Sensors Corporation,These ads ran without a disclaimer,≤100
64064370581,North Texas Food Bank,North Texas Food Bank,32998
111182343682003,Certified CCW,CertifiedCCW.com,26798
2233915963335655,Cyndi Hinojosa,Cynthia Mendiola Hinojosa,1443
1476623265909250,Chispa AZ,Chispa AZ,373
938563979554411,BlueWave Solar,BlueWave Solar,≤100
1208555525920492,Chili Con Chili,These ads ran without a disclaimer,≤100
246584476235486,Alex Garcia Mr.Garcia,These ads ran without a disclaimer,≤100
384006901653736,The Moore Charitable Foundation,Moore Charitable Foundation,≤100
110629627166104,unitedcreationz.uc,These ads ran without a disclaimer,≤100
366432986718201,Hannigan for Supervisor 2020,Hannigan for Supervisor 2020,≤100
189560205298780,Take2Shooting,These ads ran without a disclaimer,≤100
581436541959362,Captain Clay Higgins,CAPTAIN HIGGINS FOR CONGRESS,≤100
150181591837186,Ted Terry,Ted for Dekalb,≤100
105380664209437,Atlas Prime NRG Corp,Claudereynal Christia Lecorps,≤100
423342811766337,Cornerstone Building Brands,These ads ran without a disclaimer,≤100
349800608987143,Texans for Economic Liberty,Texans for Economic Liberty,4200
115637806648835,Understanding Home Savings,Seen Yung Christy Wong,≤100
193775674023153,Jeff Leach,Jeff Leach Campaign,612
8145161702,Lambda Legal,"LAMBDA LEGAL DEFENSE & EDUCATION FUND, INC.",≤100
100928564715182,Shout Your Truth,These ads ran without a disclaimer,≤100
2373791316214279,Beth For Congress,BETH FOR CONGRESS,≤100
177724802325800,National SAM Innovation Project,These ads ran without a disclaimer,≤100
1070977923068960,Promise Study,These ads ran without a disclaimer,≤100
130196227157534,American Forum For Israel,Eugene Lekakh,≤100
102247451379798,Jeff Fortenberry,JEFF FORTENBERRY FOR UNITED STATES CONGRESS COMMITTEE,≤100
105808477557901,Ryan Childers for IID Director- Division 2,Ryan Duane Childers,≤100
110126723798862,Bloomberg For President,David Slossberg,≤100
6985452607,Brita USA,The Clorox Company,50594
104956574345642,Milinda Morris for Texas Senate,Milinda Miers Morris,299
142914269087072,Cornell Lab of Ornithology,Cornell Lab of Ornithology,≤100
100381634695721,noellesky_,These ads ran without a disclaimer,≤100
101455554716740,Keep Angela Overman as District Attorney: Hockley and Cochran Counties,Adrian Lea Mellberg,350
108971449133,Fisher House Foundation,"FISHER HOUSE FOUNDATION, INC.",326
111499100431,National Association for Gun Rights,National Association for Gun Rights,≤100
1018914308173454,FStop Foundation,"FSTOP FOUNDATION INC, THE",150
1104743686321050,Generations Real Estate & Auction,These ads ran without a disclaimer,≤100
102987134585473,VigorBe,VigorBe,≤100
105266701039901,ඉෂංක සමග පෙරට Polgahawela Youth,These ads ran without a disclaimer,≤100
855295641160072,Herut North America #ZionUnite,These ads ran without a disclaimer,≤100
1556932204325823,ProgressPop,ProgressPop,≤100
108834753957086,Conservatively Awesome,conservativelyawesome.com,≤100
6726182861,Mike Pence,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,79568
113832196749737,Patrick Cook for Sachse City Council,Patrick Duan Cook,386
140572696559913,Women Power Love Foundation,Jessica Mae Feldman,≤100
102588527815563,Shelton Gibbs for 422nd District Court,Shelton Gibbs for Judge,637
940653386126953,Standingwithyou.org,Standing With You,125
93565224474,Mercy For Animals,MERCY FOR ANIMALS,535
103497614561544,"Eddie Lucio, Jr. for Texas Senate District 27","TREPAC/Texas Association of REALTORS® Political Action Committee, Pol. adv.",1600
113292550140387,Elect George L Aguilar for Jim Wells County Commissioner PCT 1,George L Aguilar,≤100
112469550225125,Barbara Strang for County Commissioner,Barbara Camille Strang,≤100
584011418669191,Dave's News & Views,David Edward Denomie,≤100
108331600555090,Christine Hortick for County Commissioner Precinct 3,Christine Hortick Campaign,800
405638546157611,The Pension Group,Advisor's Platform,≤100
101718918058621,Auto Fortunes,Bryton Bui,≤100
2197543200459333,One Country Project,One Country Inc,1125
103602134515595,dathecomic,These ads ran without a disclaimer,≤100
206727919897691,ValueSource USA,James Jeonghwan Kim,141
261548845154,Veronica Escobar for Congress,Veronica Escobar for Congress,1983
469023076535518,Oliver the Ornament,Todd M Zimmermann,≤100
261713010509441,VoteMIHouseDems,MICHIGAN HOUSE DEMOCRATIC FUND,281
42224809904,Pacific Oaks College,TCS Education System,≤100
113912173311750,Pírate Jack Customs,These ads ran without a disclaimer,≤100
225031627541508,The Nature Conservancy in Pennsylvania,Nature Conservancy,≤100
2079184822304023,Nabilah for Congress,NABILAH FOR GEORGIA,125
260777314046903,Crockett's Classroom,These ads ran without a disclaimer,≤100
248181906078243,National Institute for Civil Discourse,CommonSense American,824
1146506622164042,Darrell Kelley,These ads ran without a disclaimer,≤100
182912205127375,Jonathan Stickland,Jonathan Spence Stickland,1025
106947240693205,Mayor Madness,These ads ran without a disclaimer,≤100
106746264046304,Fred Harris for Bell County Sheriff,Fred Harris for Bell County Sheriff,≤100
204626306331350,Up to Us,These ads ran without a disclaimer,≤100
2317264024972785,New American Populist,The New American Populist,107
100766458075550,"Tim Martin for Commissioner, Precinct 1",Timothy Reed Martin,417
103676944366890,"Stephen Humenesky, Common Sense for Keller",Stephen Gerard Humenesky,≤100
110519695636906,Meyerland Area Democrats Club,Meyerland Area Democrats Club,179
262352760499598,City of Killeen Mayor - Jose Segarra,Jose Luis Segarra,≤100
489475261550572,Millie's Bookshelf,Millie's Bookshelf,≤100
154643041146,ANCA Western Region,Armenian National Committee of America - Western Region,≤100
350692761610088,Matt Cartwright for U.S. Congress,CARTWRIGHT FOR CONGRESS,≤100
118490389557237,Maya Biosphere Watch,These ads ran without a disclaimer,≤100
118635175464489,UPolitics,"Uinterview, Inc.",≤100
135528903145833,Peter Ohtaki for State Assembly,Ohtaki for Assembly 2020,≤100
237052729573,African Diaspora Film Festival (ADFF),Diarah Ndaw Spech,≤100
487296634750429,Elect Karen Fann,Elect Karen Fann LD1 Senate,≤100
117709002968266,Green Ocean Co.,These ads ran without a disclaimer,≤100
37567141047,Weston Martinez,Weston Charles Martinez,2172
368159740341544,Yes We Are Real Estate,These ads ran without a disclaimer,≤100
1841824626073676,Candace Valenzuela for Congress,CANDACE FOR 24,9356
156515452896,Immigrant Archive Project,These ads ran without a disclaimer,362
283511548477587,ADD Advocate,Aaron Lawrence Friedman,≤100
108425684082004,Super Stars,These ads ran without a disclaimer,≤100
5150088389,Lenny Kravitz,Louis George Pratt,≤100
61878332769,ICNA Relief,ICNA RELIEF USA PROGRAMS,294
115883606515801,Bob Good for Congress,Good for Congress,≤100
540394386118032,Jaxsta,These ads ran without a disclaimer,≤100
202881546435519,Justin Rodriguez,"Justin Rodriguez for Bexar County Commissioner, Pct. 2",5343
101465647911239,dabel65,David K Belsky,≤100
210777448944159,"The Law Offices of Carl David Ceder, PLLC",These ads ran without a disclaimer,≤100
171697336181460,Dow,The Dow Chemical Company,2051
303374266418976,AFPM,American Fuel & Petrochemical Manufacturers,433
198519903507504,Beagle Freedom Project,These ads ran without a disclaimer,≤100
180832276231,The Black Sheep Agency,"The Black Sheep Agency, LLC.",≤100
117443068305863,INSS - The Institute for National Security Studies,These ads ran without a disclaimer,≤100
1049132735121162,Tienes Que Ser Realista,These ads ran without a disclaimer,≤100
2213931305529757,Police Corruption INDIA,These ads ran without a disclaimer,≤100
306591716448427,Cindy Axne,CINDY AXNE FOR CONGRESS,≤100
650143281859070,Right Or Racist,Matthew Kevin Hanna,≤100
1482947308676311,Topdust,cleancult,≤100
556053417823972,The Burkean Conservative,Joseph Weston Siler,≤100
1033257630055506,Humane Society Legislative Fund of Kansas,Humane Society Legislative Fund of Kansas,≤100
102782494589066,Animal's Uprising,These ads ran without a disclaimer,≤100
105979540829005,theyoungspiller,Young Spiller Music,≤100
27408730232,UConn Alumni,These ads ran without a disclaimer,≤100
1508678512759261,Unafraid & Unashamed - Trump Presidential Painting,Julian Raven Artist,≤100
109272037268143,Keep America Drunk,These ads ran without a disclaimer,≤100
745304825534862,Steve Scalise,SCALISE FOR CONGRESS,249
430212557721336,Tobin Entertainment,Christopher William Novosad,1784
8895898655,Rainforest Alliance,"RAINFOREST ALLIANCE, INC.",532
622214817789511,Matt Miller,Matthew Paul Miller,≤100
33742263187,Jane's Due Process,Jane's Due Process,689
114644099907396,KASH Company,These ads ran without a disclaimer,≤100
366734024540,MENTOR,These ads ran without a disclaimer,≤100
101834474549254,Juan Padres for Supervisor,Juan F Padres,≤100
18588421343,Westminster John Knox Press,These ads ran without a disclaimer,≤100
1508257779494159,Deborah Ross,DEBORAH ROSS FOR CONGRESS,≤100
113882963381205,Tim Salley for District Attorney,Tim Salley for District Attorney,≤100
109960873787334,Trumpclip,Israel Juarbe,≤100
100766458075550,"Tim Martin for Commissioner, Precinct 1",These ads ran without a disclaimer,≤100
61661304927,"City Government of Chandler, Arizona",City of Chandler,≤100
147136495326466,ESL Federal Credit Union,ESL FEDERAL CREDIT UNION,≤100
103088991077880,"Maga Houston, Clear Lake & LC",These ads ran without a disclaimer,≤100
275947565591,Woods & Woods The Veterans Firm,These ads ran without a disclaimer,≤100
197679767726077,The Really Online Lefty League,THE REALLY ONLINE LEFTY LEAGUE,≤100
188890111132385,Oxford Academic (Oxford University Press),These ads ran without a disclaimer,≤100
154225105233994,Vanessa Enoch for Congress,COMMITTEE TO ELECT ENOCH,≤100
221542085008,Platinum Futures Painting,These ads ran without a disclaimer,≤100
101770764746891,VSA TAMU,These ads ran without a disclaimer,≤100
120594982674473,Sarah Gad 2020,SARAH GAD 2020,≤100
989115077828893,John Muir Project of Earth Island Institute,These ads ran without a disclaimer,≤100
1979565535655842,Jimmy Cooper For Congress,JIMMY COOPER FOR CONGRESS,≤100
459917967443818,Stephanie Potter Barrett for Court of Appeals,Stephanie Potter Barrett Court of Appeals Campaign,177
106134497477410,Craig Wise for Milam County Sheriff,Craig Wise for Milam County Sheriff,1569
172783160290727,New Civil Liberties Alliance,NEW CIVIL LIBERTIES ALLIANCE,193
110371320486720,United Democrats for the 43rd,Responsible Leadership for a Better Community,≤100
109040050600129,"Kiwanis Club of Cloudcroft, New Mexico",Kiwanis International,≤100
624101300947114,Spike Brewing,These ads ran without a disclaimer,≤100
100240821517553,Lauren Witzke for Delaware,LAUREN WITZKE FOR DELAWARE,≤100
165014546858456,Free To Choose Network,FREE TO CHOOSE,411
6072343558,Center for American Progress,CENTER FOR AMERICAN PROGRESS,≤100
929108094146013,Sasha Messer,"STRATEGY SYSTEMS, INC.",≤100
103291907842568,Aaron Yates for Kentucky State House 88,Aaron Yates for State Representative,≤100
13536897444,Corporate Accountability,Corporate Accountability International,235
508826162504295,Video Made To Order - VMTO,Rexford Allen Rizzs,≤100
2212737705668780,Spunky Swag,Perpetual Fortitude,≤100
109796593715673,Karen Ickes for San Bernardino County Board Of Supervisor 3rd District,Karen Dawn Ickes,≤100
1273357119347556,Is God A Capitalist?,These ads ran without a disclaimer,≤100
